day	Anno	celltype	UMAP_1	UMAP_2	marker:Nanog	marker:Sox2	marker:Pou5f1	marker:Utf1	marker:Esrrb	marker:Fgf4	up:Aire	up:Tcf15	up:Zfp428	up:Zfp534	up:Hmga1	up:Kdm5b	up:Zfp462	up:Rbpj	up:Grhl2	up:Otx2	up:Lef1	up:Zfp423	up:Pou2f1	up:Rarg	up:Gbx2	up:Hmga1-rs1	up:Bnc2	up:Etv1	up:Rex2	up:Nfib	up:Meis2	up:Sall3	down:Gata6	down:Esrra
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-8.74	4.6	0	1.8	4.8	2.3	0.5	0	0	0	2.2	0.3	0	0	0	1.8	0	0	0	0	0.5	2.4	0	0	0	0	0.3	0	2.7	0	2.3	2.4
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-6.11	5.83	3.6	2.1	5.6	4.4	0	3.1	0	0	1.8	0.7	3.2	2.6	0	2.3	0.5	2.7	0	0	0	1.3	0	1	0	0	0.5	0	0	0	2.9	0.7
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.68	3.16	3.6	0	4.9	3.6	2	2.2	0	2	1.8	1.6	0.2	3.9	0	0	3	0	0	0	1.3	0	0.3	0	0	0	0	0	0	0	4.3	0.7
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-5.32	6.04	3.9	2.2	5.5	3.4	1.2	3.4	0	0	2.1	0.8	1.9	3.5	0	0.4	0	2	0	0	2	0	0	0	0	0	0.8	0	0	0	1.5	2.4
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-6.52	2.91	3	2.2	5.7	3.8	0	3.1	0	0	0	1.5	0	2.1	0	2.4	3.6	3	0	0	3	0	0	0	0	0	0	0	0	0	3.1	0
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.03	2.83	0	1.8	5.6	3.4	3.5	0	0	0.2	3	0.7	1.6	0.7	1.8	1	3.7	0	0	0	0	0	0	0.4	0	0	0.8	0	0	0	3.2	0.6
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-3.94	4.67	3.6	2.4	5.2	3.6	2.4	0	0	0	0.4	0.4	2.3	0.9	0	2.9	0	0	0	0	0	0	0.9	1.4	0.9	0	0.9	0	0	0	2	0
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-6.65	6.4	4.5	3.1	4.8	2.4	3.4	1.8	0	0	1.1	0.9	1.8	2.7	0	1.4	2.2	0	0	0	1.6	0	0	0	0	0	0	0	0	0	4	0
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.93	6.78	4.4	1	5.4	2.9	1.8	1.3	0	0	2.9	1.7	2	2.2	0	1.1	1.7	0.5	0	0	1	0	0	0.5	0	0	0.5	0	0	0	2.7	1.6
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-8.6	6.32	3.9	0	4.7	3.5	1.8	1.9	0	1.3	0	1.5	0.9	2.7	0	1.3	2	0	0	0	2.3	0	0	0.1	0	0	0.8	0	0	0	0.8	0
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.78	5.66	4	0.1	4.7	2	2.2	0	0	0.9	0	0.1	2.1	0.5	0	1	0	0.5	0	0	0	0	0	1.1	0	0	0.1	0	0	0	3.7	0
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.73	6.55	4	0.8	5.2	3.5	2.8	0	0	0	2.9	0.1	1.2	2.5	0	1.9	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	2.9	1.9
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-8.47	6.83	4.5	0.3	5.1	3.4	2.9	3	0	0	2.4	0.6	1.3	2.4	0	2.4	0	1.2	0	0	1.7	0	0	0.3	0	0	0.2	0	0	0	0.3	0.2
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-5.92	6.57	4	4.1	5.3	3.5	0	1.2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	3.2	0.2
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-8.58	4	4.5	2.5	4.7	0	0	0	0	0	2.4	0.3	0	1.4	0	1.8	0.2	0	0	0	2.5	0	0	0.2	0	0	0	0	0	0	2.1	0.3
E3.5	E35_Inner_cell_mass	Inner_cell_mass	-7.49	5.34	5.1	2.6	5.1	2.7	2.6	2.7	0	0	2.5	0.2	0.5	1.9	0	0.6	0.9	0.6	0	0	0	0	0	0.6	0	0	0.2	0	0	0	2.7	0.1
E4.5	E45_Epiblast	Epiblast	16.49	-24.28	4	2.7	5.4	3.7	3.7	0.6	2.7	3.1	2.6	3.3	2.8	3.5	2.1	4.1	2.9	0	0	1.2	2.8	0.8	0	2	0	0	1.3	0	0	0.8	0	0
E4.5	E45_Epiblast	Epiblast	16.05	-24.31	0	3.1	5.5	3.9	2	3.2	3.6	4.2	3.9	2.7	3.9	4	2.9	1.6	3.2	3.3	3.1	0.8	2.9	3.1	1.6	2.5	2.4	2.7	2	0.2	1.1	2.5	0	0.2
E4.5	E45_Epiblast	Epiblast	16.51	-23.95	0.7	2.7	5.1	1.7	0	0	3.8	4.2	4	2.5	2	3.2	0	2.3	1.2	1.2	0.8	3.7	1.6	0.2	0	0.5	0	0	1.5	0	1.1	2.4	0	0
E4.5	E45_Hypoblast	Hypoblast	4.72	-0.73	0	0	4.6	1.7	0	0	0	1.5	2.5	0.7	0.8	1.9	0	0	0	0	0	0	0	0	0	1	0	0	0.4	0	0	0	2.5	1.5
E4.5	E45_Epiblast	Epiblast	16.98	-24.61	3.1	2.1	5.4	3.4	2.7	2.5	2.6	2.8	4.4	3.3	3.3	2.9	2.8	2.8	3.4	0.8	2.5	2.6	0.2	0.6	0	2	0	1.4	1.2	0	0	2	0	0
E4.5	E45_Hypoblast	Hypoblast	7.03	0.29	0	0	4.2	3.4	0.7	0	0	0	0	0.6	0	1.5	0	1.9	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	1.3	0.8
E4.5	E45_Hypoblast	Hypoblast	6.51	0.07	0	0	4.6	4.5	0	0	0	2.4	0.5	1	2.4	2.1	0	1.8	1.6	0	0	0	1.6	0	0.3	1.1	0	0	0	0	0	0	1.6	1.3
E4.5	E45_Epiblast	Epiblast	3.91	-0.44	1.7	2.4	5	3.7	1.9	2.2	2.3	3.5	3.6	2.5	2.3	2.4	1.2	2.8	1.6	0.7	2.2	0.2	2	1.7	1	1	0.9	0.2	1.4	0.8	1	0.2	3	0
E4.5	E45_Hypoblast	Hypoblast	4.96	-0.28	0	0	4.8	3.5	0	0	0	1.8	2	1.4	0.8	0.8	1.1	2.6	0	0	0	0	1.3	0	0	0.3	0	0	1.2	0	0	0	3.3	0.8
E4.5	E45_Hypoblast	Hypoblast	6.69	1.46	0	0	4.1	0.5	0	0	0	0	2.3	0	0	0	0	1	0	0	0	0	0	1.8	0	1.8	0	0	0.5	0	0	0	2.9	0.7
E4.5	E45_Hypoblast	Hypoblast	4.4	-0.05	0	0	4.6	2.8	0	0.2	0	0	2.1	1.5	1	3.5	0	0	0	0	0	1.3	0	0	0	0	0	0	0.3	0	0	0	3	1
E4.5	E45_Hypoblast	Hypoblast	6.11	-0.32	0	0.7	4.3	4.1	1.1	0	0	2.7	1.4	1.1	2	2	0	1.4	0	0	0	0	0	0	0	0.5	0	0	0.7	0	0	0	2.7	1
E4.5	E45_Hypoblast	Hypoblast	5.87	0.25	0	0	4.1	3.9	0	0	0	2.8	0.7	1.7	0	1.1	0	2.8	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	3	0
E4.5	E45_Epiblast	Epiblast	15.75	-24.93	2.3	2.7	5	4.1	2.1	2.4	3.2	3	3.6	2.2	3.6	3.1	2.6	3.2	2.5	3	3	3.1	3.1	2	0	1.9	2.3	1.4	2.4	0	0	0	0	0
E4.5	E45_Epiblast	Epiblast	15.83	-24.97	0	2.7	5.5	4.2	2.8	3.2	4.2	3	3.8	3	3	3.7	1.6	2.8	2	3.1	3.2	0.6	2.5	2.3	2.3	1.8	2.3	2.3	1.3	1.9	1.8	0.3	0	0
E4.5	E45_Hypoblast	Hypoblast	7.13	0.96	0	0	3.4	3.5	0	0	0.5	1.7	1.4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0.8
E4.5	E45_Epiblast	Epiblast	15.94	-25.47	3	2.9	5.3	4.5	2.6	2.9	4	3.5	3.2	2.1	3.5	4.2	2.5	3.6	3.3	3.5	2.7	2.6	2.2	2.9	3	1.7	2.5	1	1.3	1.1	0.3	1.8	0	0.3
E4.5	E45_Hypoblast	Hypoblast	5.16	0.33	0.3	0	4.3	3.4	0.3	0	0.6	2.4	2.1	1	1	1.9	1.1	1.6	0.3	0	0	0	2.3	0	1.9	0.3	0	0	0.3	0	0	0	3.3	0.8
E4.5	E45_Epiblast	Epiblast	15.41	-25.49	2.4	2.6	5.1	4.4	2.6	2.8	3.8	4	3.4	1.2	4.1	2.9	2.5	2.9	2.3	2.5	2.6	2.9	1.7	1.7	1.9	2.3	0.3	0	1.1	0	1.9	1	0	0.5
E4.5	E45_Hypoblast	Hypoblast	6.43	1.28	0	0	3.3	3.9	0	0	1.1	0.3	1.7	0	0.5	0	0	1.5	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	1.6	0.5
E4.5	E45_Hypoblast	Hypoblast	5.08	0.04	0	1	4.5	3.1	0	0	0	0	0.7	1	0	1.2	1.6	0	0.5	0	0	0	0.9	0	0	0	0	0	0	0	0	0	3.2	2.3
E4.5	E45_Hypoblast	Hypoblast	4.05	0.55	0	0	4.1	2.4	0	0	0	1.5	2.2	1.1	0	1.8	0.6	2.2	1.8	0	0	0	0.2	0	0	0	0	0	0.4	0	1.6	0	2.6	0.7
E4.5	E45_Hypoblast	Hypoblast	5.23	0.24	0	0	4.6	2.5	0	0	0	0.5	0	0.8	0.3	1.7	1.6	0	0.6	0	0	0	1.1	0	0	0.4	0	0	0.4	0	0	0	3	0.5
E4.5	E45_Hypoblast	Hypoblast	5.28	1.09	0	1	4.1	2.4	0	0	0	1.3	1	2.1	0	2.5	0	1.4	1.3	0	0	0	2.2	0	0	0	0	0	0.5	0	0	0	3.3	0.7
E4.5	E45_Epiblast	Epiblast	16.77	-25.79	2.8	3.2	4.5	3.8	1.4	1.9	3.3	4	3.3	3.4	2.4	3.5	2.7	3.7	2.6	1.7	1.6	0	1.1	2.7	2.4	1.1	2	0.9	2.6	2.8	0	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.4	1.56	0	0	3.8	2.6	0	0	0.6	0	0.1	0.9	0	1.6	1.7	0.1	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	3.9	0.1
E4.5	E45_Hypoblast	Hypoblast	3.63	0.16	0	0	4.6	3.1	0	0	0	3	0.9	0.1	0	1.2	0	0.1	1	0	0	0	1.4	0	0	0	0	0	0.2	0	0	0	3.6	0.2
E4.5	E45_Epiblast	Epiblast	15.52	-24.23	1	2.1	4.9	3.5	3.1	2.9	3.8	4	2.9	2	3.8	3.5	2.5	2.3	3.8	2.1	2.9	1.6	2.7	2.8	1.9	2.5	2.8	1.7	0.9	0.4	0	0	0	0.1
E4.5	E45_Hypoblast	Hypoblast	6.25	0.49	0	0	4.6	2.3	0	0	0	0.7	1.8	0.2	0	0.2	0	1.8	2.5	0	0	0	1.6	0	0	0	0	0	0.2	0	0	0	3.6	1.4
E4.5	E45_Hypoblast	Hypoblast	5.38	1.38	0	0	3.9	2.6	0	0	0	2.4	0	1.2	0	0	1.8	0.8	0.6	0	0	0	0.2	0	0	0	0	0	0.4	0	0	0	3.1	0.2
E4.5	E45_Hypoblast	Hypoblast	5.36	-0.63	0.7	0	4	4.1	0	0	0	2.3	2	0.9	0	2.2	0	0.1	0	0	0	0	0	0	0	0.8	0	0	1.6	0	0	0	2.3	0.3
E4.5	E45_Hypoblast	Hypoblast	4.91	0.95	0	0	4.2	2.2	1	0	0	0	0	0.3	0.2	1.4	0	0.9	0	0	0	0.6	0	0	0	0.1	0	0	0.3	0	0	0	4	0.3
E4.5	E45_Hypoblast	Hypoblast	5.83	2.58	0	0	2.5	3	0	0	0	2.2	0	0	0.3	2.8	0.1	0.2	1.4	0	0	0	0.5	0	0	0	0.3	0	0.1	0	0	0	2.6	0.1
E4.5	E45_Hypoblast	Hypoblast	6.82	0.65	0	1	4.3	3.5	0	0	0	0	1.3	0.6	0	2.5	0	0	1.8	0	0	0	0.7	0	0.9	0	0	0	0	0	0	0	2.8	1.8
E4.5	E45_Epiblast	Epiblast	17.03	-25.17	2.5	3.5	4.9	3.6	1.7	2.2	2.3	2.5	3	2.4	3	3.4	0.9	2.9	3.2	1.5	0.4	0	1.9	0	1.1	1.6	0	1.3	1.7	0.3	0.4	2	0	0
E4.5	E45_Hypoblast	Hypoblast	5.03	1.06	0	0	2.5	0.1	0	0	0	0	0	1.6	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0.1
E4.5	E45_Hypoblast	Hypoblast	6.4	2.16	0	0	0.2	2.1	0	0	0	0.2	0	1.3	0.1	3.7	0	1.2	0.2	0	0	0	0.4	0	0	0	0	0	0.1	0	0	0	2.3	2.2
E4.5	E45_Epiblast	Epiblast	16.74	-25.24	2.4	3.3	5.2	3.9	2.9	1.7	3.3	2.5	3.7	2.6	3.4	3.8	2.3	3.3	3.1	3.1	1.7	1.8	2.1	2.4	3	2.2	0	1	1.9	2.1	0.5	0.7	1.4	0.1
E4.5	E45_Epiblast	Epiblast	3.32	1.06	1.4	1.7	5	3.2	2	1.9	1.4	2.5	2.8	2.4	1.3	3	2	2.5	2.4	2.7	1.1	0.5	2.2	0.1	0.1	0.7	0	1.4	0.5	1.5	0.7	0.2	2.8	0.1
E4.5	E45_Hypoblast	Hypoblast	4.15	1.32	0	0	4.2	3	0	0	0	1.4	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	1	0.1
E4.5	E45_Hypoblast	Hypoblast	5.09	1.22	0	0	4.4	3.1	0	0	0	0	0	1.7	0	0.3	0	0	0.6	0	0	0	0	0	0	0	0	0	0.8	0	0	0	2.3	2
E4.5	E45_Hypoblast	Hypoblast	5.66	2.23	0	0	2.2	3.2	0	0	0.1	2.1	1.2	2.7	0	1.3	0	1.4	0	0	0	0	2	0	0	0.3	0	0	0.6	0	0	0	2.3	0
E4.5	E45_Hypoblast	Hypoblast	4.78	2.45	0	2.9	2.7	1.6	0	0	0	1.6	0.6	1.6	0.9	1.6	1.8	1.2	0.7	1.2	0	0	1.1	0	0	0	0	0	1	0	0	0	3	0.9
E4.5	E45_Hypoblast	Hypoblast	3.8	1.7	0.1	0	3.4	0.9	0	0	0	1.1	1.7	3.7	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	1.5	0	3.6	0.5
E4.5	E45_Epiblast	Epiblast	15.17	-25.12	2.8	2	5.4	4.5	1.3	2.2	0	4	3	2.7	3.3	3.8	3.1	2.8	0.3	1.6	0.3	2.8	1.5	2.5	1.5	2	1.8	0.8	1.3	0	2.7	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.55	1.96	0	0	3.1	3.2	0	0	0	1.5	2.1	0.1	0	2	0	0.6	0	0	0	0	1.3	0	0	0	0	0	0.6	0	0	0	2.5	0.9
E4.5	E45_Epiblast	Epiblast	16.42	-25.11	2	3.1	4.5	3	0	3.3	0	3.2	3.9	0	2.3	1.1	4.2	2.3	3.1	2.2	0.1	0.5	2.5	0	0	0.4	1.9	0	0.4	0	0	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.64	1.86	1.3	0	3.4	1.3	0	0	0	0	0	1	0.2	2	0	0.6	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	3.7	1.6
E4.5	E45_Epiblast	Epiblast	15.11	-24.52	0.1	2.2	5.4	3.2	2.2	2.7	2.5	2.3	3.5	4.2	2.4	4	0	3.3	2.8	2.5	2.4	0.5	3.1	0	0	0.9	0	2.3	1.5	0	0	0	0	0
E4.5	E45_Epiblast	Epiblast	15.47	-23.69	4	2	4.5	2.8	2.5	2.5	0.6	2.9	2.6	5	1	3.7	2.2	3.9	0.4	1.8	0	2	3.5	1.3	0	0.5	0.6	0.8	1.7	0	0	0.6	2	0
E4.5	E45_Epiblast	Epiblast	16.48	-24.85	2.6	2.2	4.5	4	1.8	3	3.5	3.5	2.3	2.6	2.3	4	2.9	2	1.4	0.6	3.1	2.3	1	1.3	1.4	2	0	1.9	2	2.6	0.7	1.6	0.3	0.1
E4.5	E45_Hypoblast	Hypoblast	4.74	0.46	0	0	4.2	2.5	0	0	0	0	0	0.8	0.8	2.5	0	1.7	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	2.8	0.9
E4.5	E45_Hypoblast	Hypoblast	4.38	0.33	0	0	4.6	3.9	0	0	0	2.1	0.1	2.1	0.2	0.3	0	0.2	0	0	0	0	1.2	0	0	0	0	0	0.4	0	0	0	2.9	0.2
E4.5	E45_Hypoblast	Hypoblast	3.78	0.67	0	1.5	4.3	3.4	0	0	0	0	1.6	2	0	0	0.1	0.3	0	0	0	0	1.2	0	0	0	0	0	0.4	0	0	0	3.2	2.2
E4.5	E45_Hypoblast	Hypoblast	5.32	2.48	0	0	2.4	0.2	0	0	0	2.3	1.6	1.1	0	2.4	0	2.2	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	3.5	0.9
E4.5	E45_Epiblast	Epiblast	15.68	-25.68	3.1	2.7	5.2	3.4	3.2	3.3	3.5	2.7	3.4	2.5	3	3.8	3	2.8	1.8	2.7	1	1.7	3	1.6	2.3	1.9	1.1	2.1	2.3	1.3	2.1	1.5	0	0.1
E4.5	E45_Hypoblast	Hypoblast	5.68	0.02	0	0	4.7	2.1	0	0	0	0	1.1	0.7	0.3	2.3	0	0	0	0	0	0	0.7	0	0	0.1	0	0	0.4	0.3	0	0	3.3	1.6
E4.5	E45_Hypoblast	Hypoblast	4.03	0.8	0.1	0	3.1	2.9	0	0	0	0	0	1.3	0	0	0	0	0	0.3	0	0	0.2	0	0	0	0	0	0.9	0	0	0	3.3	0.7
E4.5	E45_Hypoblast	Hypoblast	4.48	1.1	0	0	4	1.8	0	0.1	0	0	1.3	1.3	0.6	0.3	1.4	2	0.2	0	0	0	0	0	0	0	0	0	0.2	0	1.6	0	3.5	0.6
E4.5	E45_Hypoblast	Hypoblast	6.12	2.72	0	0	2.4	2.7	0	0	0.7	1.8	2.1	1.2	1.7	2.2	0	2.6	0	0.6	0	1.2	0	0	0	0.1	0	0	0	0	0	0	1.6	0.1
E4.5	E45_Hypoblast	Hypoblast	5.05	2.25	0	0	2.7	2	0	0	1.5	2.2	0	0	0.5	3	0	1.5	0	0	0	0	1.7	0	0	0.1	0	0	0	0	0	0.1	2.4	0.8
E4.5	E45_Hypoblast	Hypoblast	5.93	0.83	0	0	3.4	2.2	2.7	0	0	2.7	1.5	0.2	1.9	0.2	0	2.5	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0	3.1	0.8
E4.5	E45_Epiblast	Epiblast	16.46	-25.77	2.8	2.4	4.3	3.6	2.6	3.2	0.3	1.4	4.1	2.6	3.5	3.8	1.4	3	2.2	0.9	1.6	2.6	1.9	1.5	0	1.7	0	2.2	0.5	1.9	2.8	0.2	0	0
E4.5	E45_Epiblast	Epiblast	16.23	-25.69	2.7	2.6	5.2	4.7	2.8	3.4	3	2.1	3.8	2.7	2.1	4.1	3.3	2.9	3.5	2.5	2.2	0.3	3.2	1.9	1.2	0.4	1.1	1.1	0.9	2.2	2.1	2	0	0
E4.5	E45_Hypoblast	Hypoblast	5.68	1.66	0	0	3.6	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0.4
E4.5	E45_Epiblast	Epiblast	15.63	-24.59	0	2.6	4.8	4.2	0.2	3.5	2.4	2.3	2.7	2.6	3	3.3	1.5	3.2	1.4	2.4	2.9	1.3	2.5	0.4	1.2	1.5	2.2	2.1	1.3	1.5	0.6	0	1.6	0.3
E4.5	E45_Hypoblast	Hypoblast	6.15	1.99	0	0.3	2.9	2.3	0	0	0	1.1	0	0	0.8	1.4	0.7	0	1.8	0	0	0	2.1	0	0	0	0	0	0	0	0	0	3.4	0
