day	Anno	celltype	UMAP_1	UMAP_2	marker:Hlx	marker:Bmp2	marker:Krt8	marker:Col1a1	marker:Nrp1	up:Lrrfip1	up:Klf6	up:Hoxb2	up:Hoxb6	up:Foxf1	up:Hic2	down:Mesp1	down:Eomes	down:Mixl1	down:Pou5f1	down:Id1	down:T	down:Smad1	down:Etv2	down:Evx1	down:Snai1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.73	-3.04	0	0	3.5	0	0	0	0	3.1	0	3.8	0	4.2	0	0	3.8	2.5	4.2	0	0	3.1	3.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.36	-0.72	0	0	3	0	0	0	1.7	0	0	1.7	0	3.5	1.7	0	2.3	3	0	3	0	1.7	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.92	1.66	0	0	3.4	0	0	0	2.4	2.4	0	2.4	0	2.4	3	2.4	3	2.4	0	0	2.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.59	0.17	0	0	3.7	0	0	0	0	2.2	0	3.5	2.2	2.2	2.2	0	2.2	2.8	0	0	0	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.02	1.76	0	0	2.9	0	2.2	0	2.9	3.3	2.2	2.2	0	0	0	0	2.2	2.2	0	0	0	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.98	2.55	0	0	3.6	0	0	2	3.8	2	0	4.1	0	3	0	0	2.6	3.5	0	0	3	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.39	-4.28	0	0	0	0	0	0	0	0	0	3.6	0	4.7	0	2.5	0	4.3	3.6	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.48	0.17	0	0	2.1	0	0	0	0	2.1	0	2.7	0	2.1	2.7	2.1	2.1	3.4	0	3.1	2.1	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.24	1.5	0	0	2.4	0	0	0	3	2.4	0	3	0	4.4	2.4	0	2.4	0	0	3	2.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.05	0.42	0	3.7	3	0	0	0	2.4	1.8	0	3.6	1.8	5.3	3	2.8	3	0	1.8	2.4	2.8	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.62	2.68	2	2	2.6	0	0	0	2.6	2	0	3.3	0	3.7	0	3.3	2	0	2	2.6	3.7	2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.65	-1.45	0	0	3.3	0	0	0	3	0	0	3.7	0	4.4	2.6	2	2	3	0	2	0	2.6	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.46	-4.66	2.3	0	3.3	0	0	0	0	0	0	2.9	0	4	0	0	4	4.2	3.8	2.9	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.39	-3.25	0	0	3.2	0	0	2.2	0	2.2	0	3.5	0	4.8	0	0	3.2	3.2	2.2	3.2	0	2.2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.35	1.53	0	1.9	2.9	0	1.9	0	1.9	0	0	0	1.9	1.9	1.9	0	2.5	3.8	0	0	4.5	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.42	2.74	0	0	0	0	0	0	2.9	0	0	0	0	0	2.9	0	2.9	0	0	0	4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.32	-2.59	0	2.1	2.7	0	0	0	2.1	0	0	3.4	0	2.1	0	0	4.3	3.6	0	2.7	2.7	0	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.13	-2.45	0	0	3.7	0	0	1.6	3	0	0	3	0	3.6	2.5	1.6	3.8	3	2.2	1.6	3.3	1.6	2.5
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.41	1.68	0	0	4.4	0	0	0	3	0	0	3	2.4	0	0	0	2.4	3.4	0	2.4	2.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.22	2.86	0	0	2.2	0	0	0	3.2	0	0	2.2	0	4.1	3.5	2.8	0	0	2.2	0	2.8	2.8	2.2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.07	-0.93	0	0	4.1	0	1.6	2.2	2.2	1.6	0	3.5	1.6	2.5	0	0	3.3	2.2	0	1.6	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.27	-4.1	0	0	2.5	0	0	1.9	0	1.9	0	1.9	0	5.2	2.5	3.9	4.3	4	2.5	1.9	0	3.6	1.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.31	1.59	0	0	3.4	0	2.4	0	3	2.4	0	4.1	0	2.4	3	0	2.4	3	0	0	0	2.4	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.16	1.28	0	0	0	0	0	0	2.4	0	0	3.4	0	3	3	3	3.4	3	3	3	2.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.79	-1.84	0	0	3.4	0	0	2.3	3	3	0	3.9	0	3.7	0	0	3.4	2.3	0	0	2.3	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.3	-0.95	0	1.7	4.1	0	1.7	1.7	2.9	2.3	1.7	3.5	1.7	2.9	1.7	1.7	2.3	2.9	0	0	1.7	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.2	0.76	0	0	0	0	0	0	2.3	0	0	0	2.3	4.9	2.9	0	3.3	4.1	0	0	3.8	2.3	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.15	-3.9	0	0	2.4	0	0	0	1.5	2	0	3	1.5	4.6	2.4	2.4	3.8	3.4	3.6	2.4	0	2.7	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.08	-1.42	0	0	3.6	0	0	1.7	2.3	2.3	0	3.5	1.7	3.2	0	0	2.3	2.7	0	2.3	3.3	0	1.7
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.97	0.53	0	0	2.8	0	2.2	2.2	3.2	3.5	0	3.7	0	0	0	0	0	3.2	0	0	0	2.2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.01	0.21	0	1.9	2.5	0	1.9	1.9	0	2.5	0	3.7	1.9	4.2	1.9	0	1.9	3.2	0	0	2.5	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.69	4.17	0	0	0	0	2.7	0	2.7	0	0	3.4	0	3.8	2.1	2.1	4.2	0	0	2.1	0	0	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.51	1.04	0	0	2.6	0	2	2	2	0	0	3.5	0	3.8	3.3	0	3.8	0	0	3.5	2	2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.24	4.55	0	0	0	0	0	0	0	0	0	0	2.2	3.2	2.8	2.2	2.8	2.8	0	2.8	4.2	2.2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.21	0.46	0	0	2.1	0	0	2.1	2.1	0	0	3.6	3.1	3.6	2.7	2.7	3.6	3.1	2.1	2.1	2.7	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.06	-1.1	0	0	3.1	0	0	0	0	2.5	0	4	0	5	0	0	4	4.2	2.5	2.5	4.6	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.32	-0.79	0	0	4.4	0	0	0	2.6	0	2	3.9	0	0	0	0	3.5	2.6	0	0	0	0	2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.43	1.24	0	0	0	0	0	0	0	2.8	0	0	0	3.8	0	0	3.5	0	0	0	0	0	2.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.87	3.12	0	2.1	2.1	0	0	0	2.1	2.1	0	2.1	2.1	2.7	0	0	3.8	2.7	0	2.7	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.07	1.89	0	0	2.8	0	0	2.2	2.8	0	0	2.8	0	0	0	0	0	0	0	2.2	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.7	-0.35	0	0	3.2	0	0	2.6	2.6	2	0	3	0	2	2	0	2	0	0	2	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.26	3.73	0	0	2.1	0	0	2.1	2.8	0	0	0	2.1	3.2	0	0	3.2	3.2	2.8	0	4.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.36	4.55	0	0	0	0	0	0	0	2.9	0	2.2	0	3.3	2.9	4.2	3.3	3.3	3.5	3.3	5.3	0	2.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.34	2.09	0	0	2.6	0	2	0	0	0	0	2	2	4	2	3.3	2	2	3.3	2	4.2	3	2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.2	-0.61	1.8	1.8	3.3	0	2.4	0	3.1	0	0	3.7	2.4	2.8	1.8	0	2.4	2.4	3.1	0	3.1	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.15	-0.92	0	0	3.6	0	0	0	2.7	0	0	2.7	1.7	1.7	2.3	0	3	0	0	1.7	2.7	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.79	-2.97	0	0	2.8	0	0	0	3	0	0	3	0	3.7	0	2.4	3.4	3.9	1.8	1.8	1.8	0	1.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.47	2.65	0	2	2.6	0	0	0	0	0	0	0	0	2	2.6	0	3	2.6	3	2	5	2	2.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.43	-1.64	0	0	5	0	0	2	0	0	0	3.9	0	3	0	0	2	3	2	0	2	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.01	-1.27	0	0	4.4	0	0	0	2.2	0	0	3.9	0	2.9	0	0	3.5	3.3	0	2.2	0	2.9	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.22	-3.79	0	2.3	2.9	0	0	0	2.3	2.3	0	3.3	2.9	4.1	2.3	3.3	3.3	0	3.3	0	4.4	0	2.3
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.33	2.98	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	4.1	2.8	2.8	2.8	4.5	2.8	2.8
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.87	-1.35	2.1	2.1	3.4	2.1	0	2.1	3.2	3.2	0	3.8	2.8	0	0	0	3.4	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.7	2.78	0	0	3.9	0	0	0	3	0	0	2.4	0	2.4	0	0	3.9	2.4	0	0	0	0	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.69	-0.23	0	0	3.7	0	0	2.2	3.2	3.2	0	3.5	0	2.2	0	0	2.8	0	0	2.2	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.02	2.35	0	0	0	0	1.9	0	2.9	0	0	0	0	3.4	2.9	3.2	3.2	2.6	1.9	0	4.4	2.6	1.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.02	3	0	2.6	2.6	0	0	0	0	0	0	2.6	0	2	0	0	0	3	0	0	3.9	0	2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.12	-0.74	0	0	3.8	0	1.9	0	1.9	2.9	0	1.9	1.9	0	2.6	0	0	3.6	0	1.9	0	1.9	1.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.1	-4.35	0	0	0	0	0	2.5	0	0	0	2.5	0	3.5	2.5	2.5	4	2.5	2.5	3.1	0	0	2.5
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.83	-0.53	0	0	3.9	0	0	0	1.9	1.9	0	3.9	0	2.9	0	0	2.9	1.9	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.96	-1.35	0	0	3.9	0	0	0	2.8	2.2	3.2	3.9	2.2	0	0	0	3.7	3.5	2.2	0	2.2	2.8	2.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.18	-0.78	0	0	2.8	0	1.8	1.8	1.8	1.8	0	2.8	0	4	3.1	1.8	3.1	2.5	0	2.5	3.1	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.96	3.5	0	0	2.6	0	0	0	2	2	0	3.3	0	3.5	2.6	0	3.7	0	0	2	0	3	2.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.44	1.85	0	0	2.2	0	0	0	0	0	0	2.2	0	2.2	0	2.9	2.2	3.5	2.9	0	4.1	2.9	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.91	-2.85	0	0	2.8	0	0	0	0	0	0	2.8	0	3.5	0	2.2	3.9	0	4.2	0	0	0	2.2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.51	-1.96	0	1.5	4	0	1.5	0	2.1	0	0	2.1	0	4.7	3.1	2.9	3.8	2.7	1.5	2.1	3.6	2.9	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.96	3.56	0	0	3.4	0	0	2.3	2.3	0	0	3.7	0	0	2.3	0	3.9	0	2.3	0	2.3	2.3	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.31	2.59	2.2	0	4.1	0	2.2	2.9	3.8	3.3	0	3.3	2.2	0	0	0	2.2	2.2	0	0	0	0	2.2
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.73	3.55	0	2.1	3.1	0	0	2.1	2.1	0	0	2.7	0	2.7	2.7	0	3.7	2.1	0	0	4.7	0	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.91	0.38	0	0	2.1	0	2.1	0	2.7	0	0	3.1	0	3.7	2.1	0	2.7	2.7	0	0	0	0	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.71	-1.12	0	1.7	3.9	0	0	0	2.3	1.7	0	2.7	0	2.7	0	0	2.3	2.3	3.3	2.7	1.7	1.7	2.7
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.73	0.61	0	2.1	4.3	0	0	0	2.1	0	0	3.9	2.1	0	0	0	2.1	0	2.1	2.1	3.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.61	-3.76	0	0	3.7	0	0	0	0	0	0	0	0	3.7	0	0	2.8	4	0	2.2	0	0	2.2
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.17	0.78	2.2	0	4.4	2.2	2.2	0	3.9	2.8	3.5	3.2	2.8	0	0	0	2.2	2.2	0	2.8	0	0	2.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.9	-3.4	0	0	2.6	0	0	0	0	3	0	2	2	4.4	0	3	3	3.5	3.7	2.6	0	3.3	2.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.02	4.09	0	0	3.2	0	0	1.8	2.7	0	0	2.7	0	2.7	2.4	2.7	3.2	3	0	2.7	3.8	2.4	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.51	3.21	2.1	0	0	0	2.1	0	0	0	0	2.1	0	3.6	2.1	2.1	3.4	3.1	0	2.1	5.7	0	2.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.13	-0.2	0	0	2.3	0	2.3	0	0	0	0	0	2.3	4.1	2.3	0	2.3	0	0	0	2.3	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.71	1.61	0	0	0	0	0	0	4	3.6	0	4	0	0	3.6	0	3.6	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.45	2.26	0	2.7	2.7	0	0	0	2.1	3.8	0	2.7	0	4.6	2.1	0	2.7	0	0	0	3.1	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.54	3.8	0	0	0	0	0	0	2	0	0	2.6	0	4.6	2.6	4.4	3.5	0	0	2	2.6	2.6	2.6
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.36	0.9	1.9	0	4.3	2.5	1.9	2.5	3.2	1.9	0	3.6	1.9	1.9	0	0	1.9	3.4	0	0	0	0	1.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.2	1.74	0	1.7	0	0	0	0	2.3	1.7	0	3.5	0	4.8	3.4	1.7	2.3	2.7	0	3	1.7	1.7	2.3
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.87	3.29	0	0	3.8	0	2.3	2.3	2.9	0	0	2.3	0	0	0	2.9	2.9	2.9	2.9	0	4.8	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.71	-0.66	0	1.5	4.4	0	1.5	0	2.1	0	0	3.1	0	1.5	2.1	1.5	2.5	3.1	0	1.5	2.5	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.88	-1.89	0	0	4.4	0	0	0	0	2.5	0	3.3	0	0	0	0	3.5	3.1	1.9	1.9	0	2.9	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.1	0.19	0	0	3.9	0	2.4	0	2.8	1.8	0	3	1.8	3.8	0	0	3	1.8	0	1.8	0	1.8	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.41	3.43	0	0	3.4	0	2.2	2.2	3.2	0	2.2	3.8	2.2	0	0	2.2	0	0	0	2.2	2.2	2.2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.8	-1.73	0	0	2.5	0	0	0	2.9	1.9	0	4	1.9	2.9	2.5	0	3.5	2.5	0	2.9	0	1.9	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.96	-3.21	0	0	0	0	0	2.5	2.5	2.5	0	3.5	2.5	5	2.5	0	3.5	3.5	2.5	2.5	0	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.93	1.1	0	0	3.9	0	0	0	0	3.6	2.6	3.9	0	0	0	0	0	2.6	0	0	0	2.6	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.29	4.11	0	2.3	2.9	0	0	2.3	3.3	0	0	0	0	3.8	0	2.3	2.3	3.8	0	2.3	3.3	2.9	3.3
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.63	2.58	0	0	2.2	0	0	1.6	2.2	0	0	0	0	4.2	0	0	3.1	0	2.2	0	2.9	0	2.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.2	2.37	0	1.7	1.7	0	0	1.7	0	2.3	0	2.3	1.7	4.7	3.3	0	3.7	2.3	2.3	2.3	2.7	1.7	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.84	3.27	0	0	0	0	0	0	0	0	0	0	0	3.3	0	2.6	2.6	0	0	0	5	3.3	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.67	2.11	0	0	1.8	0	0	1.8	0	1.8	0	3.1	0	4.2	0	0	3.3	3.1	3.1	0	3.1	0	1.8
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.61	1.88	0	0	4.2	0	0	0	3.3	0	0	3.7	0	3.3	0	2.2	0	2.9	0	0	0	2.9	2.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.73	-1.86	1.7	0	3.4	0	0	0	2.7	2.3	0	2.7	0	3.4	2.3	2.7	4	3.2	1.7	0	4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.34	0.67	0	0	0	0	0	0	0	0	0	2.6	0	4.1	2.6	0	3.2	2.6	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.99	3.78	0	0	3.1	0	0	0	3.1	0	0	3.5	0	4.1	3.7	0	2.4	3.7	2.4	0	3.1	2.4	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.18	-3.47	0	0	2.4	0	0	1.8	3	0	0	2.8	0	4.6	1.8	3.2	3.8	3.8	1.8	1.8	3	1.8	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.58	1.41	0	2.2	0	0	0	0	0	3.7	0	0	0	4.4	0	0	3.9	2.2	2.2	2.2	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.49	4.3	0	0	0	0	2.9	0	0	0	0	0	0	3.3	2.9	0	3.3	2.3	2.3	3.3	2.9	2.3	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.68	0.73	0	1.9	2.9	0	0	0	0	0	0	3.8	0	3.6	0	0	3.2	2.9	3.4	2.5	0	1.9	1.9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.72	3.92	0	0	0	0	0	0	0	0	0	0	0	4.2	3.7	4.2	3.7	4	2.7	0	4	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.44	0.52	0	0	3.7	0	0	3.3	2.2	2.2	0	3.3	0	2.2	0	0	2.2	2.9	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.99	-3.6	0	0	4.5	0	0	2.5	0	2.5	0	3.1	0	3.8	0	0	4	4.4	2.5	0	3.1	0	2.5
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.84	1.07	0	2.1	2.1	0	0	0	0	0	0	2.1	2.1	4.3	0	0	2.1	0	3.1	0	3.7	2.1	2.7
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.59	-2.89	0	0	1.8	0	0	1.8	1.8	0	0	0	0	4.8	3.1	1.8	4	3.7	2.4	3.1	1.8	3.1	3.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.3	3.38	0	0	2.5	0	0	0	0	0	0	0	2.5	2.5	3.1	2.5	3.8	2.5	0	2.5	2.5	2.5	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.12	3.33	0	0	3.4	0	0	0	3.4	0	0	3.9	0	2.9	2	3.4	3.6	4.2	2.6	2.6	2.6	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.8	0.47	0	0	4.4	2.3	0	2.3	0	3.8	3.3	4.6	0	0	0	0	3.6	2.9	0	2.3	2.3	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.73	-3.28	0	0	0	0	0	0	2.7	0	0	3.1	0	3.9	0	0	4.1	3.8	3.4	2.1	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.25	4.22	0	0	0	0	0	0	0	0	0	0	0	3.3	3.1	2.7	3.1	0	2.1	3.1	4.1	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.62	0.32	0	0	3.9	0	0	3.4	2.4	0	0	3	0	0	0	0	3	0	0	0	2.4	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.47	-0.33	0	0	2	0	0	0	2	0	0	3.3	0	3	0	0	2.7	3.5	2	0	0	2	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.34	-3.66	0	0	2.8	0	0	0	1.6	1.6	0	3.2	0	4.5	2.5	2.5	3.9	4.3	3	1.6	0	2.5	1.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.89	2.42	0	0	0	0	0	0	2.1	2.1	0	3.8	2.1	3.4	2.7	2.1	3.6	4.2	0	2.7	0	2.1	2.1
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.36	0.79	0	1.8	3.3	0	0	0	1.8	1.8	0	2.4	0	3	3.6	2.8	2.4	2.4	0	0	3.6	0	0
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.8	-0.93	0	0	4.8	1.6	0	2.5	3.3	0	0	3.2	2.1	1.6	0	0	3.3	0	0	0	0	1.6	1.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.89	4.02	0	3.9	2.8	0	0	0	2.8	0	0	0	0	4.7	3.5	4.8	2.8	3.5	3.5	2.8	4.1	3.5	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.69	-4.76	0	0	2.4	0	0	0	2.4	0	0	3.9	0	4.6	0	0	3.7	3.4	2.4	2.4	0	0	2.4
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.85	-0.23	0	0	3.9	0	2.1	2.1	3.4	2.1	0	3.4	0	3.4	2.1	0	3.1	0	2.1	0	2.1	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.58	-4.4	0	0	0	0	0	0	0	2	0	2	2	5.4	2.6	3	3.8	4.7	3	2	0	3	3
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.08	1.37	0	0	4.1	0	0	0	3.7	3.7	0	4.1	0	3	0	0	0	3.7	0	3	0	0	3
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.37	1.44	0	0	3.7	2	0	0	3.8	2	0	4.5	2	3.3	0	0	2.6	3.5	0	2	0	2	2.6
E7.25	E725_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.33	-1.09	0	0	4.2	0	0	2	0	3	0	3.5	0	0	0	0	2	2.6	0	0	0	0	2.6
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.67	2.23	0	0	3.1	0	0	0	3.1	3.6	0	0	0	4.5	2.7	0	0	2.7	0	2.7	4.1	2.1	2.7
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.34	0.44	0	0	4.3	0	0	0	2.1	2.7	0	3.4	0	0	2.1	0	0	2.1	0	2.7	0	2.1	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.5	-1.36	0	0	4.4	0	1.8	2.4	2.4	3	0	2.7	0	3.4	0	0	0	0	1.8	0	0	1.8	1.8
