day	Anno	celltype	UMAP_1	UMAP_2	marker:Apela	marker:Krt8	up:Hesx1	up:Tal2	down:Pou5f1	down:Eomes	down:Lhx1	down:Sp5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.99	1.49	2	2	0	0	4.3	3	3	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.98	-1.91	0	0	0	0	3.8	2.1	3.4	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.56	1.5	0	3.8	0	0	4.6	3.2	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.39	-3.65	0	3	0	0	4.4	0	4.6	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.87	-0.72	0	0	0	0	4.1	3.6	3.3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.46	-1.02	0	3.2	2.2	0	4.3	2.2	4	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.66	3.11	1.6	0	0	0	5.1	1.6	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.37	-2.37	0	3.8	0	0	4	2.1	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.25	2.71	0	2.3	0	0	4.5	2.3	3.7	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.36	-3.55	0	3.1	0	0	3.1	2.1	2.1	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.68	5.09	2.9	1.9	0	0	5.1	3.2	3.2	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.26	0.94	0	3.7	0	0	3.5	2.9	4	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.46	-1.03	2.1	3.1	0	0	4.2	2.7	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.38	-0.1	0	3.2	0	0	3.9	3.4	4.3	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.75	5.73	3.9	0	0	0	4.8	0	0	2.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.21	-3.32	0	3.4	1.9	0	3.4	1.9	2.9	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.61	2.07	0	3.6	1.9	0	4	3.2	2.6	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.13	0.69	0	3.8	1.9	0	3.7	2.5	3.8	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.76	3.36	2	3	0	0	4.3	3	3.7	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.82	1.47	1.9	0	0	0	4.4	3.4	3.6	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.61	0.99	0	3.7	0	0	3.9	2.9	3.7	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.68	-2.82	0	3.2	0	0	3.8	2	3.6	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.69	-2.63	0	2.7	0	0	3.4	3.4	2.1	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.64	-3.5	0	4.6	0	0	3.5	0	4	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.11	2.82	2.6	3	0	0	4.7	4	0	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.23	1.28	2	2	0	0	4.3	2.6	3.3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.94	2.2	2.9	0	0	0	5.2	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.92	0.44	0	2.8	0	0	4.3	3.3	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.46	3.32	2.6	1.9	0	0	4	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.02	-4.54	0	3.3	0	0	3	3	0	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.22	1.96	0	3.5	0	0	4.7	3.5	0	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.61	3.92	2.6	3	0	0	4.3	3.8	3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.18	-2.43	0	3.4	0	0	4.6	2.7	3.6	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.28	1.29	0	3.4	0	0	3.4	3.7	3	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.45	1.44	0	2.2	0	0	4.5	2.8	2.8	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.98	-3.09	0	0	0	0	3.7	3	4	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.02	2.39	0	2	0	0	4.6	2.8	3.2	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.98	3.09	2.8	4	0	0	4.6	3	1.5	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.22	3.02	1.7	2.7	0	0	4.8	2.3	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.04	1.4	0	3.2	0	0	4.5	3.7	3.2	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.73	0.17	0	0	0	0	2.9	2.3	4	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.27	-2.14	0	2.5	0	0	4.2	3.6	4.3	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.43	4.05	0	4	0	0	3.9	2.1	2.7	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.1	-5.28	0	2.9	0	0	2.9	2.9	3.5	2.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.19	4.26	0	2.9	1.9	0	4.3	2.9	1.9	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.9	1.84	1.7	2.2	0	0	4.9	2.2	3.1	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.51	-0.36	0	3.9	0	0	4	0	3.3	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.08	3.5	2.7	3.1	0	0	4.4	0	0	4.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.05	-2.08	0	3.5	0	0	3.9	3	4.4	2.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.23	3.75	0	3.5	0	0	4.2	2.5	1.9	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.55	-4.38	0	3.1	0	0	4.1	3.3	2.7	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.07	-3.85	2.6	2.6	0	0	4.2	0	4.2	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.21	5.6	2.1	3.4	0	0	4.6	2.7	0	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.35	2.17	2.4	3.9	2.4	0	3.7	3	4.6	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-5.51	0.26	0	4.5	3.6	0	3.2	1.9	0	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1	-0.86	0	0	0	0	4.5	3.4	4	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.01	2.11	0	1.6	0	0	4.3	2.2	2.2	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.69	4.73	3.4	0	0	0	4.5	2.1	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.24	-1.73	0	2.6	0	0	3.9	2	4.3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.66	1.12	1.8	3.5	0	0	4.4	3.8	3.3	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.82	-1.91	0	0	0	0	3.5	2.6	3.8	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.54	-0.63	4.1	0	0	0	4.1	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.22	-2.83	0	2.8	2.1	0	2.1	2.8	2.1	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.19	2.72	3.3	0	0	0	5	2.6	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.17	-4.14	0	3.4	3.1	0	3.8	0	3.1	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.71	1.49	2	2	0	0	4.8	3.5	2	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.68	-1.67	0	3.8	0	0	4	1.9	3.2	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.26	-0.43	1.8	3.5	0	0	4.5	2.4	3.5	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.66	-0.78	0	0	0	0	4.6	3.6	3.6	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.52	0.25	0	2.9	0	0	4.4	2.5	4.1	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.18	0.06	0	3.3	0	0	4.6	2.6	4	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.32	0.42	2.2	2.2	0	0	4.4	2.8	0	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.28	-1.7	0	3	0	0	4	2.3	3.3	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.61	1.09	0	2.4	0	0	4.4	3.2	3.1	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.95	1.17	0	2.4	0	0	4	1.8	3.7	1.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.89	-1.46	2.1	3.4	0	0	4.2	3.2	3.8	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.35	-1.58	0	3.4	0	0	3.1	2.7	3.4	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.6	-0.23	0	3.2	0	0	3.4	1.9	4	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.68	0.42	0	3	0	0	4.4	2.7	2	2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.73	0.08	0	2.9	0	0	4.3	2.9	3.6	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.77	-4.4	0	3.6	2.3	0	0	0	3.6	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.23	1.75	0	3.1	0	0	3.6	2.1	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.36	-0.9	0	2.1	0	0	4.4	2.1	3.9	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.21	-3.13	0	3.7	2.2	0	3.9	2.8	4.5	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.43	3.57	3.6	0	2	0	4.7	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.07	5.31	0	3.3	2.2	0	3.3	3.3	0	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.74	2	2.3	3.3	0	0	4.6	3.6	2.3	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.31	2.05	0	0	0	0	4.2	3.5	3.3	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.65	-1.88	0	3.4	0	0	3.4	0	3.4	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.61	-0.02	2.1	0	0	0	4.8	3.4	2.1	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.47	-0.59	0	2.6	0	0	4.3	2.6	3.8	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-6.64	-0.1	0	2.7	0	0	3.7	0	2.1	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.74	5.49	0	2.9	0	0	4.3	2.9	2.5	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.55	-1.22	0	0	0	0	3.3	3.7	3	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.77	-1.05	0	3.2	0	0	4.1	3.7	4.1	4.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.4	-1.07	0	2.5	0	0	3.5	3.1	3.1	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.15	0.75	0	3.3	0	0	3.5	3	3.5	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.76	0.65	0	3.2	0	0	4.4	3.6	3.2	2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.54	5.4	0	2.1	0	0	4.2	3.6	0	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.18	-2.49	0	2.3	0	0	3.6	2.9	3.6	4.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.85	0.07	0	0	0	0	4.8	3.5	3.5	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.21	2.07	0	3.9	2.1	0	3.6	0	3.1	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.83	-0.42	0	0	0	0	3.8	3.2	3.5	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.64	3.89	2.9	2.5	0	1.9	4.5	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.01	-0.71	0	2	0	0	3.8	3.7	4.2	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.21	-4.04	2.1	4.1	2.7	0	3.4	2.1	2.7	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.52	0.12	0	2.9	0	0	4.3	2.9	2.9	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.89	-1.63	2.2	0	0	0	4.9	3.2	3.9	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.1	0.37	0	3	0	0	4.6	3.5	0	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.06	4.26	4	2.9	0	0	4.5	2.3	2.9	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.79	-4.69	0	3.8	2.9	0	4	2.3	3.3	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.83	1.48	3.3	3.3	0	0	4	2.6	3.7	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.7	1.81	0	2.9	0	0	4.3	2.9	0	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2	3.09	0	1.9	0	0	4.2	3.4	2.5	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.08	2.91	1.7	3.5	0	0	4.2	2.7	3.5	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.63	-2.14	0	0	0	0	4	2.3	4.2	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.49	-2.71	0	2.8	0	0	3.8	0	3.4	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.72	3.89	0	0	0	0	4.7	2.8	0	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.71	-0.13	0	3.6	0	0	3.4	2.9	3.2	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.1	-4.38	0	2.9	0	0	2.2	2.9	4.3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.98	-0.18	0	2.7	0	0	4.8	3.1	2.1	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.87	0.65	0	1.8	0	0	4.4	3.1	2.8	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.49	-2.65	0	3	2	0	3.7	0	3.5	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.73	-4.41	0	3.9	0	0	3.5	2.8	0	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.91	-0.14	0	1.6	0	0	4.1	2.2	4.2	4.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.99	3.11	3.1	1.9	0	0	4.8	2.5	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.84	6.14	3.3	0	0	0	4.4	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.76	-4.84	0	2.1	0	0	3.8	2.8	2.1	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1	-0.56	2	2.6	0	0	3.7	2.6	3.8	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.37	2.35	2	3	0	0	4.6	2.6	2.6	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.87	-2.74	0	0	0	0	4	0	3.5	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.67	1.16	0	2.3	0	0	4.6	2.7	3.4	2.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.34	1.08	2	2	0	0	4.6	3.3	3	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.07	-1.29	0	3.7	0	0	3.4	0	4.4	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.3	-0.31	2	3.5	0	0	4.3	3.3	3.5	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.77	4.1	0	0	0	0	4.2	3.4	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.71	3.04	3.2	2.2	0	0	4.7	3.9	0	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.54	2.94	0	1.6	0	0	4.4	2.2	2.5	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.31	4.81	3.8	0	0	0	4.8	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.45	1.3	0	2.9	0	0	4.3	3.5	3.3	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.68	4.5	2.6	2	0	0	4.4	2	2	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.58	0.92	0	0	0	0	4.7	2.8	3.1	4.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-5.59	-0.88	0	4.2	0	0	4.2	2.5	3	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.29	2.01	0	2.7	0	0	4.8	2.7	0	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.79	1.48	2.9	2.3	0	0	4.4	2.9	0	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.4	-0.13	0	2.1	0	0	4	2.1	3.8	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.71	-2.59	2.4	3.7	0	0	0	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3	0.45	2.5	0	0	0	4.2	2.5	0	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.76	-1.5	0	3.6	0	0	4	3.4	4	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5	0.69	0	0	0	0	4.2	3.7	3.2	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.92	0.81	1.9	1.9	2.5	0	3.8	3.8	3.9	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.53	3.91	3	3.9	0	0	4.7	2.7	0	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.77	-3.41	2.2	2.2	0	0	3.7	2.2	3.8	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.88	6.28	3.3	0	0	0	4.7	3.7	0	2.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.12	1.6	1.7	2.6	0	0	4.1	2.9	2.9	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.65	1.98	0	3.7	0	0	3.5	3.7	3.5	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1	3.63	0	3.4	0	0	4.3	0	3	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.69	-3.1	0	0	0	0	4	0	3.9	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.51	-0.09	2.9	0	0	0	4.8	2.9	2.9	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.81	4.38	0	3	0	0	4.3	0	0	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.35	-4.21	0	2.3	0	0	3.8	0	3.3	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.13	-3.36	0	4	0	0	3.5	3	3.6	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.63	-0.23	0	4.4	0	0	3.9	2.6	3.8	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.36	-0.82	0	3.3	0	0	3.7	2	3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.98	-2.76	0	3.4	0	0	3.4	2.8	4.5	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.18	-4.42	0	3	0	0	3.4	2.4	3.4	2.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.26	1.98	2.1	0	0	0	4.5	3.1	0	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.57	0.03	0	2.7	0	0	3.9	2.7	3.8	2.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.16	-0.25	0	2.7	0	0	4.1	3.4	0	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.09	-4.69	0	3	0	0	3.6	3.4	0	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.86	2.83	0	2.2	0	0	3.9	2.9	4.1	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.42	-4.55	0	3.7	2.7	0	3.7	3.1	2	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.04	-0.4	0	3.1	0	0	3.6	2.6	3.4	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.38	0.45	0	4.1	0	0	3.9	2.8	1.8	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.34	-4.84	0	3.2	2.2	0	3.5	2.8	3.5	2.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.97	0.09	0	3.4	0	0	4.3	3	2.6	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.39	-3.3	0	3.8	2	0	4.4	3	2.6	0
