day	Anno	celltype	UMAP_1	UMAP_2	Atf3	Cdh5	Cebpd	Elk3	Kdr	Klf7	Pecam1	Xbp1
E7.75	E775_Endothelium	Endothelium	3.61	-3.86	1.8	3	1.8	3	2.7	2.4	2.4	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.11	4.16	0	0	0	0	2.7	1.8	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.8	-1.98	0	0	0	0	3.4	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.99	-0.18	0	0	0	1.7	3.2	0	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.01	4.12	1.8	0	0	0	1.8	2.4	0	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.57	2.27	0	0	1.8	0	0	1.8	0	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.95	1.48	1.7	1.7	0	0	3.5	1.7	0	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.08	2.93	0	0	1.9	0	0	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.78	-2.27	0	0	2.5	0	3.4	0	0	1.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.07	0.48	0	0	0	0	2.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.39	1.39	0	0	2.6	2	4	2.6	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.25	2.32	0	0	0	0	3.4	0	0	2.8
E7.75	E775_Endothelium	Endothelium	2.17	-3.08	1.9	2.9	0	1.9	0	1.9	2.6	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.5	1.88	0	0	1.9	2.6	1.9	2.9	1.9	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.21	-1.36	0	0	0	0	3.1	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.78	-1.82	0	0	0	2.8	3.4	2.1	2.1	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.53	-3.14	0	1.9	0	0	2.5	1.9	1.9	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.44	1.37	1.8	0	0	2.4	3.3	3.1	0	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.64	0.09	0	0	0	0	4.2	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.13	-2.02	1.8	1.8	2.4	0	2.4	2.4	1.8	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.23	0.61	2	0	2	3	3	3	0	2
E7.75	E775_Endothelium	Endothelium	2.36	-3.24	2.5	0	1.9	1.9	3.1	2.5	2.5	2.8
E7.75	E775_Endothelium	Endothelium	1.4	-1.9	1.6	2.8	2.8	2.5	3	1.6	2.5	3.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.78	3.94	0	0	0	0	1.9	1.9	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.65	-0.94	2.8	0	2.2	3.9	2.2	2.2	2.2	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.32	-0.43	0	0	0	2.1	0	0	2.1	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.29	2.08	0	0	0	2.2	3.2	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.44	4.5	0	0	0	0	0	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.72	-3.15	0	3.2	0	2.2	3.2	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.01	0.37	2.1	2.4	2.1	0	2.1	1.5	0	1.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.73	-0.03	1.8	0	0	1.8	3.2	3.2	0	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.5	3.29	0	2.6	2.6	2.6	2.6	0	0	0
E7.75	E775_Endothelium	Endothelium	2.2	-4.3	3.3	3.3	2.2	2.2	2.9	0	2.9	3.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-6.14	2.16	0	3.4	0	1.6	3	2.5	1.6	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.77	0.27	0	0	2	2	2.7	2.7	3	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.46	-3.12	0	2	2	0	3	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.35	4.27	0	0	0	0	3.6	0	0	0
E7.75	E775_Endothelium	Endothelium	2.22	-3.34	0	1.8	2.8	3.3	4	3.1	2.4	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-6.56	2.04	0	0	0	1.6	1.6	1.6	1.6	0
E7.75	E775_Endothelium	Endothelium	1.1	-2.42	0	0	2.8	0	3.2	2.2	2.8	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.61	-1.33	0	0	0	2.9	3.3	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.12	2.87	0	0	0	0	2.3	0	0	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.34	0.88	0	0	0	0	2.7	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.28	0.86	0	2.8	0	2.8	0	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.58	-1.93	2	0	0	0	3.2	2	2	2
E7.75	E775_Endothelium	Endothelium	2.19	-2.5	2.8	0	0	3.5	3.2	0	2.2	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.84	0.95	0	0	0	1.7	3.7	3.2	2.4	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.76	1.89	0	0	0	0	2.9	2.2	0	2.2
E7.75	E775_Endothelium	Endothelium	1.51	-4.17	1.7	3.3	0	2.9	1.7	0	2.6	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.66	2.04	0	0	0	0	3	0	0	2.6
E7.75	E775_Endothelium	Endothelium	0.96	-3.89	2.2	3	0	0	3.2	1.6	1.6	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.01	4.42	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.8	0.26	0	2.3	2.3	0	3	2.3	2.3	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.06	-0.95	0	2.2	0	0	1.6	1.6	2.8	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.05	3.7	0	0	0	2.4	3.9	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.02	-0.93	0	0	0	0	0	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.1	-2.64	2.4	0	2.4	3	4.1	3	2.4	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.88	-3.61	3.2	2.2	0	2.2	2.2	3.1	2.6	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.17	0.56	2.6	2	0	0	2.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.22	-1.55	0	2.2	0	0	3.7	0	2.8	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.8	-1.77	0	0	2	0	4	0	0	2
E7.75	E775_Endothelium	Endothelium	1.77	-1.57	3.5	2.7	2.7	1.7	3.3	1.7	2.9	1.7
E7.75	E775_Endothelium	Endothelium	1.76	-3.29	0	2.6	0	0	3.9	0	2.6	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.6	0.9	0	0	0	0	3.3	1.8	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.16	-3.32	1.6	1.6	0	2.2	3	0	1.6	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.2	-2.34	0	0	2.9	0	4	0	0	3.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.33	-1.56	0	1.8	1.8	0	3.3	3.3	0	2.8
E7.75	E775_Endothelium	Endothelium	2.31	-2.84	3.3	2.3	2.3	0	2.3	2.3	0	2.9
E7.75	E775_Endothelium	Endothelium	1.22	-4.24	0	2.8	2.2	2.8	3.2	2.2	3.2	2.8
E7.75	E775_Endothelium	Endothelium	4.89	-2.26	0	2.6	0	0	0	0	3.3	3.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.16	-0.62	0	0	0	0	2.8	0	1.9	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.67	-2.47	2.4	1.8	1.8	1.8	3.7	1.8	2.4	2.4
E7.75	E775_Endothelium	Endothelium	1.09	-2.47	2.7	2.4	2.7	2.4	4.2	3.5	2.1	2.4
E7.75	E775_Endothelium	Endothelium	1.83	-2.56	0	2.8	0	2.2	2.8	3.2	2.8	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.88	-2.23	0	0	2.6	0	2.6	0	3.3	3.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.56	2.78	0	0	1.6	0	2.2	0	1.6	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.92	4.3	0	0	0	0	0	0	0	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.48	0.75	0	0	0	0	4.1	0	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.29	-2.02	0	0	0	4	0	0	3.2	0
E7.75	E775_Endothelium	Endothelium	3.2	-3.85	0	3.1	1.8	0	2.4	3.7	2.4	1.8
E7.75	E775_Endothelium	Endothelium	1.16	-0.56	0	2.7	1.5	1.5	3.5	2.1	0	2.5
E7.75	E775_Endothelium	Endothelium	0.88	-0.89	2.7	3	1.8	0	2.9	2.4	2.9	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.65	2.95	0	0	2.4	0	3.7	2.4	0	2.4
E7.75	E775_Endothelium	Endothelium	3.33	-4.05	2.9	2.9	0	3.3	2.3	2.3	3.3	2.3
E7.75	E775_Endothelium	Endothelium	4.66	-3.57	1.9	1.9	1.9	1.9	2.5	0	1.9	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.9	0.04	1.5	2.6	0	0	1.5	2	1.5	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.16	0.86	0	1.8	0	2.4	3.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.05	-1.1	0	2.5	2.5	0	0	2.5	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.78	-1.02	2.3	2.3	0	0	3.2	0	0	3
E7.75	E775_Endothelium	Endothelium	2.71	-3.08	0	2.5	0	3.1	3.1	2.5	2.5	3.8
E7.75	E775_Endothelium	Endothelium	2.64	-4.27	2.1	3.8	2.1	2.7	3.4	2.4	2.4	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.67	2.51	1.7	1.7	1.7	1.7	1.7	0	1.7	1.7
E7.75	E775_Endothelium	Endothelium	2.01	-1.64	2.3	0	3.8	2.3	2.3	2.3	0	2.3
E7.75	E775_Endothelium	Endothelium	1.23	-3.29	0	3.6	0	3.1	3.9	3.4	3.1	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.55	-1.06	2.5	1.9	0	3.4	3.1	2.9	0	3.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.52	-3.67	2.2	3.5	0	2.2	3.5	0	2.8	0
E7.75	E775_Endothelium	Endothelium	1.62	-2.6	1.3	1.8	0	1.3	3.7	2.6	1.3	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.95	-2.83	0	2.9	0	2.9	3.7	2.5	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.22	-1.79	0	0	2.2	0	2.8	0	0	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.29	-2.95	2.8	0	0	1.8	2.8	0	1.8	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.89	2.2	0	0	0	3.1	3.4	0	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.36	3.56	0	0	0	0	3.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.95	1.25	1.5	2.4	0	0	1.5	2.1	0	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.15	4.12	0	0	0	0	3.2	0	0	2.2
E7.75	E775_Endothelium	Endothelium	2.24	-3.48	0	0	0	0	4.3	3	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.06	-2.49	2	0	0	2.6	2.6	2.6	0	0
E7.75	E775_Endothelium	Endothelium	5.19	-2.78	0	3.5	2.7	2	2.7	0	2	2
E7.75	E775_Endothelium	Endothelium	4.34	-3.23	2.3	3.7	0	2.3	2.3	0	3	3
E7.75	E775_Endothelium	Endothelium	0.43	-4.02	2	3	2	3	2.6	0	2.6	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.82	-2.54	2.2	0	0	0	3.5	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.16	0.25	0	2.2	0	1.6	3.4	1.6	1.6	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.86	-2.74	0	0	2.5	2.5	2.5	3.2	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.61	-0.9	0	0	2.8	2.2	0	3.5	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.39	1.63	0	0	2	2.6	3.3	2.6	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.55	-1.68	2.9	2.2	2.2	3.9	3.3	0	2.2	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-6.25	1.72	0	0	0	2.9	3.3	0	0	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.85	2.28	0	0	0	2	2.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.85	-0.13	1.7	0	0	1.7	3.3	0	2.3	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.32	3.97	2	0	0	0	0	0	0	2
E7.75	E775_Endothelium	Endothelium	2.75	-4.03	1.9	3.5	1.9	2.5	2.9	1.9	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.83	1.48	0	0	0	3.1	3.6	0	0	2.8
E7.75	E775_Endothelium	Endothelium	5.26	-2.38	0	0	2.9	2.3	0	3.3	2.9	0
E7.75	E775_Endothelium	Endothelium	1.05	-2.78	0	2.5	3.1	2.5	3.5	2.5	3.1	4.2
E7.75	E775_Endothelium	Endothelium	3.42	-4.08	0	3.1	2.5	1.9	3.5	2.5	2.8	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.55	3.21	0	0	0	2.4	3	0	0	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.26	2.5	0	0	0	0	2.8	0	0	0
E7.75	E775_Endothelium	Endothelium	3.98	-4.04	0	3.5	2	3	3.3	0	0	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.8	0.99	2.5	1.9	0	1.9	3.4	3.1	1.9	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.16	1.65	0	0	0	0	0	0	0	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.39	-1.98	0	0	2.2	0	2.2	2.2	2.8	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.51	-1.72	0	1.7	1.7	1.7	3	0	0	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.35	-2.09	1.8	0	1.8	1.8	2.4	0	0	2.8
E7.75	E775_Endothelium	Endothelium	0.49	-2.81	1.7	2.3	2.9	3.2	2.9	2.3	2.7	1.7
E7.75	E775_Endothelium	Endothelium	1.47	-3.93	2	0	0	0	3.8	2.6	3.2	0
E7.75	E775_Endothelium	Endothelium	2.13	-3.52	2.4	3.7	3	2.4	4.2	0	2.4	0
E7.75	E775_Endothelium	Endothelium	0.94	0.07	1.7	3.2	0	0	3.3	0	2.7	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.04	-1.89	0	0	0	2.5	3.8	0	3.2	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.85	2.19	0	0	0	0	3.2	0	1.8	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.47	3.19	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.66	2.74	0	0	0	1.9	2.9	0	0	1.9
E7.75	E775_Endothelium	Endothelium	2.62	-4.18	0	2.8	2.8	3.2	3.2	0	3.2	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.25	1.06	0	0	0	0	4.1	2.4	0	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.75	-1.98	0	0	0	2.7	3.3	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.97	-0.14	0	0	2.4	0	0	2.4	3.1	2.4
E7.75	E775_Endothelium	Endothelium	4.31	-3.52	1.9	3.4	0	2.5	2.5	1.9	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.18	-3.05	2	0	2	2	2	0	0	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.56	-0.88	0	1.8	1.8	1.8	2.8	0	0	0
E7.75	E775_Endothelium	Endothelium	1.12	-2.76	2.8	2.8	0	2.4	3.7	3.1	3.4	3.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.11	2.21	0	1.9	0	0	2.8	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.99	-0.57	2.4	1.8	0	1.8	3.2	3	2.7	1.8
E7.75	E775_Endothelium	Endothelium	0.81	-2.37	1.7	2.9	0	1.7	2.7	1.7	1.7	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.74	2.53	0	0	0	0	3.4	0	0	3.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.98	-2.1	2.1	3.3	2.7	2.7	0	2.1	2.1	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.23	-0.4	0	0	2.5	1.9	2.5	1.9	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.11	0.35	0	0	0	0	2.5	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.47	1.54	1.9	2.5	0	1.9	3.5	1.9	2.8	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.12	4.74	0	0	0	0	2.6	2	0	0
E7.75	E775_Endothelium	Endothelium	1.69	-2.3	2.8	0	0	2.8	0	2.8	2.8	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.12	1.99	0	1.7	0	0	0	0	1.7	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2	-3.53	2.8	0	0	0	3.5	3.5	2.8	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.62	-3.7	0	0	3.1	3.1	3.4	3.4	3.1	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.29	-3.45	0	2.6	2	0	3.2	2	2	2.6
E7.75	E775_Endothelium	Endothelium	0.75	-2.31	1.5	1.5	1.5	2.4	3.5	3.3	1.5	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.95	-2.8	0	0	0	2.4	0	2.4	3	3.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.32	-0.06	2.1	2.1	0	0	2.7	2.1	2.9	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.17	-1.64	1.9	1.9	0	1.9	3.2	2.9	1.9	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.41	1.94	0	0	1.9	2.5	3.4	3.5	1.9	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.58	0.42	0	2.1	2.1	1.5	3.6	2.1	2.1	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.39	2.87	1.6	0	1.6	1.6	3.5	2.6	0	3.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.73	3.35	0	0	0	0	3	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.96	-1.02	0	2.2	0	2.8	3.2	2.2	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.2	1.06	0	0	0	0	3.1	1.9	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.49	-3.09	0	0	0	2.6	3.2	0	0	2.6
E7.75	E775_Endothelium	Endothelium	4.9	-2.91	1.7	3	1.7	1.7	2.7	3	2.7	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.81	4.04	0	0	0	0	0	0	1.6	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.68	1.99	0	0	0	0	3.8	1.9	0	3.1
E7.75	E775_Endothelium	Endothelium	1.17	-1.05	0	3.4	1.3	2.7	3.7	1.3	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.97	-3.18	2.1	0	2.1	2.1	3.4	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.66	0.76	3.2	0	0	3.2	2.6	3.9	3.2	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.67	-1.01	2.4	3.7	2.4	3	2.4	2.4	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.8	0.27	2.9	0	0	1.9	2.5	0	0	1.9
E7.75	E775_Endothelium	Endothelium	2.95	-4.32	2.2	2.9	0	2.2	3.3	2.2	2.9	3.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.8	1.56	0	0	0	0	2.4	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.5	-2.88	0	0	1.7	0	2.7	1.7	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.38	-1.92	0	0	0	0	2	0	0	2
E7.75	E775_Endothelium	Endothelium	2.74	-2.34	0	2	2	2	3.5	2	2	2
E7.75	E775_Endothelium	Endothelium	1.79	-3.85	3.2	3.9	0	2.6	3.6	3.6	0	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.3	-1.36	1.6	0	1.6	0	3.2	1.6	0	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.24	3.64	0	0	0	0	3.1	0	0	0
E7.75	E775_Endothelium	Endothelium	1.01	-4.18	0	3.8	2.5	2.5	4.2	0	2.5	3.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.35	0.79	1.6	0	0	2.2	2.9	1.6	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.61	-1.43	3.2	0	0	0	3.2	2.6	0	0
E7.75	E775_Endothelium	Endothelium	0.48	-2.26	1.6	3.1	2.2	2.6	3.8	3.1	1.6	3.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.18	3.63	0	0	2.1	3.1	3.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.13	-1.25	0	1.8	0	1.8	2.8	0	1.8	2.4
E7.75	E775_Endothelium	Endothelium	2.53	-2.83	2	3.3	0	2	3.7	2	2	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.73	-2.27	1.8	0	0	1.8	2.4	0	0	0
