day	Anno	celltype	UMAP_1	UMAP_2	down:Pou5f1	down:Gbx2	down:Hoxb1	down:Hoxa1	down:Tal2	down:Dlx5
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.54	2.08	2	2	2.6	4	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.44	-1.98	4	2.7	1.5	4	1.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.05	-0.89	2.9	2.3	2.3	2.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.49	-0.95	3.6	2.8	3.1	4.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	0.79	3.7	0	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.2	1.9	3	0	2.6	3.3	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.07	-3.74	3.6	2.5	0	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.6	0.06	3.2	0	2	2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.32	-1.47	3.5	2	3.3	4.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.7	2.24	3	2	0	4.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	-3.27	3.7	3.5	0	0	2.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.86	2.57	4.3	0	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.05	-0.82	3.3	1.8	0	3.6	2.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.13	2.05	3.1	0	1.8	2.8	0	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.85	0.01	3.5	0	2.7	1.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.11	-3	3.9	0	2.2	2.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.49	-1.11	3.2	0	2	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.27	-3.22	3.7	2	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.65	1.15	3.7	0	0	4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.5	0.13	4	0	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.26	-0.4	4.2	2.5	2.5	4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.54	2	2.6	0	0	3.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.09	0.58	3.5	0	2	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.66	-1.41	4.4	2.6	1.9	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.6	-3.64	4	3.2	0	2.2	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.56	-2.23	4	2.5	0	2.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.21	-3.34	4	2.9	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.06	-1.31	3.9	0	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.69	-1.31	4.3	2.8	0	1.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.89	3.47	3.2	0	2.4	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.41	-2.68	4.3	2.6	2.6	2.6	2.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.76	-2.36	4.1	0	0	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.16	1.6	3	2	2.6	4.2	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.4	-3.55	3.8	0	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.86	2.11	3.4	0	2.1	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.93	-0.52	3.9	2.9	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.65	-2.98	3.9	2.4	3.1	2.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.97	-2.46	4.3	2.6	2	3.4	0	3.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.65	3.46	3.2	0	1.9	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.24	1.48	2.6	2	2.6	4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.23	-1.09	4	1.8	2.4	0	1.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.4	-2.91	4	3	2	2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.18	0.71	3.6	0	0	4.2	1.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.56	3.5	3	2.6	0	4.2	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.78	-1.48	4	0	1.5	2	1.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.19	0.85	2.7	0	0	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.38	-0.42	3.7	3.3	0	2.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.29	3.53	3.5	0	2.8	3.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.35	-0.83	4.1	2.5	2.8	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.26	-0.51	3	3	2	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.54	-2.02	4.4	2.1	2.7	4	2.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.7	1.91	3	2	2.6	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.47	-0.78	3.5	2.7	2.3	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.63	5.16	3.7	2.8	2.2	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.76	1.52	3.7	2.4	2.4	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	-2.29	3.9	1.9	1.9	4.1	1.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.44	1.51	3.1	1.5	1.5	3.1	0	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.34	2.86	3.6	0	2	3.2	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.55	-0.86	3.3	2.3	0	3.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.43	0.04	4.1	2.5	2.5	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.43	-2.61	4.3	0	2.6	3.5	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.02	0.21	4.2	2.5	3.1	4.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.6	-2.2	4.2	0	2	4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.12	-2.03	3.9	1.8	0	3.2	1.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.33	0.89	2.9	1.9	2.5	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.98	1.38	3.5	0	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.18	-1.44	3.1	2.7	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.55	2.44	3.5	0	2.7	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.95	-2.52	4.1	0	3.3	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.36	3.34	3.3	0	0	4.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.02	-1.83	3.9	2	0	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.06	2.77	2.6	0	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.3	-2.61	4.4	2.3	0	2.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.62	-2.5	3.7	2.6	3	4	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.41	0.43	3.5	1.7	2.7	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.61	-2.14	3.9	3	2.8	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.66	3.92	4.1	2.3	0	3.7	1.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.92	1.88	2.2	0	0	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.1	-3.59	3	2.6	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.03	-0.71	2.8	0	2.8	4.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	-1.84	4.2	2.1	2.1	0	2.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.86	-0.36	3.4	0	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.58	-3.04	4.2	3.5	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2	-2.95	4.2	1.9	3.2	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.69	-0.62	2.6	0	2.6	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.16	-2.62	4.4	1.6	2.2	4.1	0	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.14	-2.29	4.9	1.8	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.3	-2.41	3.3	2.7	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.39	2.75	2.3	1.7	2.7	4.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.2	-3.6	4.3	2.5	0	3.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.81	-1.4	3.9	2.4	2.4	2.7	0	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.54	-3.26	4.2	2.1	2.1	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.98	-2.43	5	2.3	0	2.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.29	-0.88	4.1	2.5	2.5	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.91	-2.95	4.7	2	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.21	3.24	2.8	0	2.2	4.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.15	-0.48	2.6	3	2	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.61	-2.09	3.8	0	0	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.52	0.37	3.5	0	2.2	4.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.86	-1.59	4.2	1.7	2.7	3.9	1.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.95	1.81	3	2.6	0	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.68	-2.74	4.4	0	3.3	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.32	3.37	3.4	1.9	1.9	4.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.98	-2.75	3.6	1.9	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.39	-1.54	4.8	2.8	0	1.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.5	-1.94	3.9	2	3	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.32	2.1	0	0	2.7	2.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.6	-3.08	4.2	2.3	3	2.3	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	1.33	2.6	2.6	2	4	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	-2.27	4.4	2.9	0	2.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.47	-1.34	4.5	3	3.3	4.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.43	0.66	3.5	0	2	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.17	-4.52	3.6	3.2	2.9	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.68	1.64	3	0	1.8	4.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.57	3.04	3	0	3.5	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	-0.8	4.4	0	0	3.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.26	-4.38	4	2.4	2.4	2.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.23	-0.01	0	0	2.9	2.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	0.48	4.1	2.5	1.9	1.9	0	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.33	-0.41	3.5	0	2	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	1.92	3.7	0	0	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.88	-2.82	4.4	2.4	1.8	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3	1.93	4.4	0	0	4.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.61	1.26	3.5	0	0	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.51	-4.25	4.1	2	2	3.1	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.3	-3.31	3.1	0	0	2.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0	4.95	3.3	2	2	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.86	-1.26	4.2	2.8	3.1	3.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.56	3.35	2.4	0	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.54	-1.87	3.4	1.8	3	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	3.21	2.8	2.8	2.4	3.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	2.57	3	0	2.3	3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.46	0.68	3.9	2.3	3.3	4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-0.5	4.3	2.4	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.8	1.93	3.8	2.3	2.3	2.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.51	-3.37	3.6	3.1	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.13	1.89	4	0	2.5	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.21	-4.14	4.4	4.1	2.6	3.4	2.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.85	0.82	3.6	2.1	3.1	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.27	-2.94	4.2	2.1	2.1	3.1	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.39	-2.38	4.5	2.1	0	3.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.38	-3.21	4.2	2.5	2.9	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.27	-2.28	2.9	0	0	3.2	0	2.5
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.77	3.51	3	2	2	4.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.78	-1.98	4.4	1.4	0	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.56	2.13	2.8	0	2.5	2.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	1.91	4.5	2.9	2.9	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.84	-2.9	3.7	1.9	0	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	-1.68	4.1	0	2.2	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.48	2.61	3.9	0	3.6	3.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	-3.1	2.7	2.1	3.1	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	-3.05	4.1	0	2.6	3.3	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.04	2	4.2	0	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.83	2.58	4	0	0	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.53	-2.38	3.8	2.6	2.6	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.64	1.81	3.8	2.1	2.7	4.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.84	-4.02	4.2	2.6	0	0	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.85	2.24	3	2.7	2	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.12	-4.04	4.7	2.5	2.5	2.9	1.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.72	-3.08	4.5	2.1	2.1	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.02	-1.18	4	0	2.2	2.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.16	-0.19	2.7	0	0	3.4	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.06	-2.04	3.9	2	0	2.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.33	2.65	4.2	0	0	2.6	2.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.22	-1.34	3.9	0	2.2	0	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.23	3.21	4.2	0	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.18	-2.49	2.7	3.1	0	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.29	3.48	3.8	2	0	4.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.4	3.76	2.4	0	0	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.17	1.17	1.9	1.9	1.9	3.9	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.41	1.6	3.9	0	2	4	0	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.68	-3.69	3.7	2.5	0	0	1.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.64	1.86	3.8	2.6	2	4.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.1	1.13	3.6	0	1.9	4.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.47	1.47	3.5	2.7	2.3	3.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.51	2.34	3.6	0	0	4.1	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.02	-1.46	4	3.1	2.1	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.92	-0.16	4.2	2	0	2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.69	2.38	2.9	2.3	0	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.73	3.08	3.9	0	0	4.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.1	1.91	2.5	0	0	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	1.04	3	0	0	3.4	2.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.68	3.62	3.3	2	2.6	3.7	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.44	-0.14	2.3	0	0	4.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.94	-2.62	4.3	0	0	2.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.75	-0.14	3.1	0	0	3.1	0	0
