day	Anno	celltype	UMAP_1	UMAP_2	down:Pou5f1	down:Gbx2	down:Hoxb1	down:Hoxa1	down:Tal2	down:Dlx5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.53	-2.57	4	2.5	1.9	4.3	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.22	-3.48	5	2.1	2.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	-1.74	3.8	2.1	2.7	3.6	0	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.71	-2.6	4.2	0	2.6	2.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.12	0.46	3.7	2.1	2.1	3.6	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	2.27	4.2	0	1.7	3.3	0	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.6	0.58	4.2	2.3	2.3	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.35	-0.15	3.9	0	2.7	3.3	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.43	1.3	3.4	2.6	4.2	3.8	2.9	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.64	1.8	4.3	2.8	0	4.2	0	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	0.65	4	0	3.4	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	0.3	3.2	1.9	3.2	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.95	0.98	3.1	3.1	3.1	3.9	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.64	0.14	2.9	0	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.86	-3.72	4.1	3.3	2	3	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.06	0.03	4.9	3.3	3.3	3.5	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.87	0	4.5	3.2	1.8	4.2	2.4	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	-1.53	4.5	2	3.5	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.26	-1.24	4.5	0	3.4	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.31	1.84	3.2	2.2	3.2	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.74	0.35	4	3.3	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.96	2.88	4.3	2.8	2.5	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.67	-0.96	4.5	2.6	2.6	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.54	0.17	4.3	3.3	3.3	4.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.02	-0.47	4.7	3.3	3.1	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.13	-0.53	4.8	0	3	3.4	0	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.13	-1.09	4.5	2.2	3.5	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.87	-0.23	4	2.3	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	-0.04	4.2	0	2.4	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.55	0.2	3.9	2.8	3.9	4.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.31	0.64	3.9	2.6	3.5	4.1	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.35	0.75	4.4	2.2	3.2	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.41	0.06	3.7	2.2	1.6	1.6	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.66	1.79	3.8	2	2.6	4	2	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.66	0.8	5	3.2	1.7	4.4	0	1.7
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.83	0.63	4.6	1.9	2.9	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.74	3.7	3.7	2.8	3.4	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.47	-3.1	3.6	2.1	0	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.39	1.37	3.7	0	2.8	3.6	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	-1.31	3.6	4	2.1	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.67	-3.33	4.7	3.4	2.9	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.84	-0.39	4.6	0	3.2	3.2	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.69	1.84	4.5	2.7	3	4.4	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.42	-2.15	3.9	2.5	2.5	3.2	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.39	-1.47	4.7	4.2	2.1	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.09	-1.71	3.9	2.2	2.2	0	2.8	3.2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.2	3.64	3.3	2.4	3.6	4.6	1.8	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.5	-0.13	3.7	2.2	2.8	3.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.09	0.99	3.8	3.1	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.03	-1.16	3.9	0	2.7	3.1	0	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.66	-1.86	4.1	0	1.9	2.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.3	-0.74	4.4	1.9	3.2	3.6	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.72	-0.82	4.5	0	2.5	2.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.67	0.68	4.5	0	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.65	-0.1	3.8	2.9	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.72	-0.1	3.9	2.1	0	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.24	0.52	4.5	0	3.5	3.9	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.82	-0.86	3.7	3.4	2.1	3.6	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.1	-2.53	4.4	1.9	2.6	3.2	2.6	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.53	3	3.7	3.1	1.9	3.1	1.9	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.55	3.4	3.6	1.9	1.9	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	-2.32	4	0	2.6	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.15	1.9	4.1	0	2.2	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.01	0	4	2.8	2.1	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.37	2.63	4.2	1.6	2.5	4.2	0	2.1
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.2	4.01	4.4	2.3	2.7	4.1	0	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	0.11	4.2	2.7	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.07	-3.62	4.2	1.8	1.8	3.3	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.6	-1.32	4.5	2.5	3.2	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	0.69	2.8	0	2.8	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.79	-0.3	4.2	2.6	2	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.07	3.5	4.2	0	2.1	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.57	4.8	4.6	3	0	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.32	1.66	4.3	2.3	2.3	4.7	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.99	0.8	4	3.7	3.7	2.6	2.6	3.3
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.2	3.21	3.9	2	2.6	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	0.71	3.9	2.8	2.8	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.14	1.21	4	2	3.9	3.5	0	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.8	-1.97	4.7	3.4	1.8	3.1	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.03	-0.13	4.3	2.2	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.22	-2.77	4.5	3.3	2	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.35	4.72	4	2.3	0	4	2.3	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.64	0.73	4.2	0	2.1	3.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4	1.59	4.4	2.5	3.4	4.3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.8	-0.52	4.4	2.3	1.7	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.6	-2.92	4.7	0	0	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.36	-1.44	4.3	3.2	3.2	3.2	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.86	1.7	3.9	2.2	2.2	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.9	-2.01	4.4	2.1	2.1	2.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.41	0.27	4.9	2.5	1.9	3.7	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.24	-2.39	4.5	3	2	3.5	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.01	-0.67	3.8	2.2	2.2	4.1	0	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	-0.02	4.2	0	2.9	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.02	2.27	4.2	2.4	3.2	4	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.57	-0.97	4.3	2.2	1.7	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.78	2.79	4.3	2.2	2.2	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.04	2.86	3.8	0	2.7	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.3	2.27	3	3	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.05	-0.5	4.8	2.2	3.3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.47	-3.32	4.5	0	0	4	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.36	3.17	3.9	2.5	3.1	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.25	0.53	4.2	2.6	3.3	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.6	-1.94	4.4	0	3.4	4.3	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.48	0.98	4.1	3.8	2.8	4.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.91	3.14	4.6	2.4	0	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.49	0.68	4.2	2.1	2.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.28	-0.27	4.1	0	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.53	-2.57	4.4	2.6	3.5	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.18	-1.57	4.2	2.8	0	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	0.12	3.9	2.2	3.5	4.8	0	2.2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.28	2.96	4.1	2.1	0	2.8	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.28	5.3	4	0	2.3	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.64	0.38	2.8	0	4.2	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.81	1.25	3.7	0	2.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.51	4.51	4.7	0	3.1	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.23	-0.42	3.9	0	3.4	4.3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.07	0.75	3.2	2.6	2.6	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.92	-1.56	4.4	0	2.9	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.23	-0.87	4	3.3	1.8	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.53	3.66	3.3	2.2	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	0.7	3.9	0	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.11	-3.47	4.5	3	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.85	-2.93	4.3	1.7	1.7	3.1	0	2.9
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.81	0.6	4.8	1.9	1.9	4.3	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.96	-0.88	4.1	2.7	3.8	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.3	-1.2	4.1	0	3.2	4.1	0	2.6
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.67	1.31	3.6	3.3	3	4.2	0	2.3
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.03	2.22	3.4	2.1	2.1	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.34	0.09	4.1	0	0	4.3	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.96	-0.4	3.8	0	2.7	3.4	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.19	-0.26	4.6	2.9	0	4.2	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.55	-0.06	4.2	1.9	3.4	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.88	0.32	4.2	0	2.7	3.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.33	5.27	3.7	2.7	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.42	-0.86	4.2	2	3.6	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.92	-2.17	4.7	3.8	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.67	2.89	3.9	2.4	2.4	4.7	1.8	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.17	-2.35	4.1	2.4	0	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.35	2.16	4.3	1.8	2.8	4.9	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.2	0.22	4.8	0	2	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.25	2.23	4.3	2.8	2.2	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.06	0.14	3.6	2.1	2.1	3.9	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.59	1.55	4.1	2	2	3.9	0	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.12	-1.6	4.6	2.1	2.1	3.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.81	3.68	3.8	0	3.2	5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.46	-1.12	4.5	0	2	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.88	-2.3	4.8	3.1	3.4	4.3	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.78	-0.02	3.7	2	2	3.8	0	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.62	0.75	3.8	2	2	3.3	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.26	2.37	4.5	3.6	0	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.39	-1	3.6	2.1	0	2.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.81	1.51	4.3	2.1	2.7	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.21	0.32	4.4	2	3	4.6	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.67	0.91	4	0	0	3.6	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.33	3.69	4.6	0	0	4.3	0	1.9
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.31	3.82	3.8	3.2	1.6	4.5	2.2	1.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.34	-2.22	4.2	0	3	4.9	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.83	-1.02	4.3	3.2	3.2	3.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.01	4.77	4.2	2.1	0	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.24	-2.8	4.3	2.6	3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.51	-0.84	4.8	2.7	3.4	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.99	-2.02	4.4	2.1	2.7	4	2.1	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.58	-0.69	4.3	2.4	0	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.36	0.8	4.7	0	2	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	1.27	4.1	0	0	4.3	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.63	-2.95	4.4	3.4	1.9	4	0	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.16	0.05	3.7	0	2.7	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.94	-1.66	4.3	2.7	0	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.52	1.97	3.6	2.7	2.1	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-2.31	4.2	2.9	2.2	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.19	2.48	4.3	0	3	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.68	0.13	4.2	0	3.7	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.47	-1.04	4.1	1.9	2.9	4.3	1.9	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.38	2.89	3.7	2	2	4	2.6	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.3	-0.69	4.5	2.8	3.8	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.23	2.44	4.4	2.4	3	4.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.91	3.25	4	2.3	1.7	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.39	-0.7	4.5	0	2.6	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.23	-2.02	3.6	2	0	3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.88	-1.08	4.8	2.9	1.9	4	0	1.9
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.29	1.63	4.2	1.8	3.5	3.1	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.36	0.62	3.4	1.9	2.5	4.4	0	2.5
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.26	0.23	4.1	0	2.7	3.9	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.08	-1.16	4.4	3	4	4	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.24	1.48	3.8	2.7	2.7	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.16	0.74	3.8	3	3.3	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.88	2.03	3.7	2	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.32	-0.56	4.7	3.3	2.7	4.9	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.26	-0.59	4.6	2.5	4.2	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	3.27	3.2	2.8	0	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.45	-1.18	4	2.4	1.8	3.9	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.31	-1.16	3.6	2.9	0	2.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.98	2.72	3.5	1.8	2.8	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.22	5.46	3.8	2	2	4.4	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.02	0.46	4.5	3	2	3.5	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.43	-0.24	4.1	0	3.8	3.8	0	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.52	-2.46	4.4	2.5	1.9	3.6	0	0
