day	Anno	celltype	UMAP_1	UMAP_2	marker:Foxb1	marker:Pax6	marker:Crabp2	up:Hoxa1	up:Cenpa	up:Mis18bp1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	1.33	2	0	4.6	4	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	-2.27	0	0	3.3	2.3	2.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.47	-1.34	0	0	3.8	4.2	3.5	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.43	0.66	0	0	4.3	3.2	3.6	3.2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.17	-4.52	2.5	0	3.8	3.2	2.5	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.68	1.64	1.8	1.8	4.8	4.4	3.4	3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.57	3.04	2	3.3	5.5	3.9	4.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	-0.8	0	0	3.7	3.5	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.26	-4.38	0	0	4.3	2.4	2.4	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.23	-0.01	0	0	4.8	2.9	4.2	3.5
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	0.48	1.9	0	2.5	1.9	3.7	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.33	-0.41	0	0	4.6	3.8	2	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	1.92	0	0	4.9	3.6	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.88	-2.82	1.8	0	3.1	3.8	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3	1.93	0	2.5	5.1	4.3	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.61	1.26	0	0	4.5	3.9	4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.51	-4.25	0	0	3.7	3.1	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.3	-3.31	0	0	3.1	2.7	3.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0	4.95	0	0	3.3	3.3	3	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.86	-1.26	0	0	2.8	3.1	3.3	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.56	3.35	1.8	1.8	5	3.8	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.54	-1.87	1.8	0	4.9	3.7	3.2	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	3.21	1.8	1.8	4.4	3.1	3.1	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	2.57	3	2.3	4.9	3	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.46	0.68	0	0	4.6	4	3.7	2.3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-0.5	3.5	0	3.1	0	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.8	1.93	0	2.3	5	2.3	3.8	2.3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.51	-3.37	0	0	4.2	3.8	3.1	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.13	1.89	2.5	0	3.4	3.4	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.21	-4.14	0	0	3	3.4	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.85	0.82	0	0	4.8	3.8	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.27	-2.94	0	0	2.1	3.1	4.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.39	-2.38	0	0	3.4	3.1	3.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.38	-3.21	0	0	3.6	3.8	2.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.27	-2.28	0	2.5	4.3	3.2	4.1	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.77	3.51	0	2	5.3	4.8	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.78	-1.98	2	0	3.7	3.2	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.56	2.13	1.9	2.5	4.5	2.8	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	1.91	2.9	0	4.5	3.6	4.2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.84	-2.9	1.9	0	3.4	0	0	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	-1.68	2.2	2.2	3.5	3.7	2.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.48	2.61	0	0	4.7	3.2	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	-3.1	0	0	3.9	3.6	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	-3.05	0	0	3.9	3.3	3.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.04	2	2.5	0	4.2	3.8	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.83	2.58	0	0	5.1	3.3	3.3	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.53	-2.38	0	0	4.6	3.9	2.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.64	1.81	2.1	0	5	4.1	4.1	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.84	-4.02	0	0	3.3	0	2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.85	2.24	2	0	4.1	3.9	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.12	-4.04	0	0	3.2	2.9	3.5	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.72	-3.08	0	0	3.1	3.4	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.02	-1.18	0	0	3.5	2.8	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.16	-0.19	0	0	5.1	3.4	2.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.06	-2.04	3.7	0	3.3	2.6	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.33	2.65	0	2.3	4.6	2.6	3.8	2.3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.22	-1.34	0	0	4.2	0	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.23	3.21	0	0	5	3.8	0	2.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.18	-2.49	2	0	4.7	3.7	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.29	3.48	0	2.6	5	4.7	3.3	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.4	3.76	2.4	0	4	3.8	4	3.3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.17	1.17	0	0	4.1	3.9	3.1	3.7
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.41	1.6	0	0	5.3	4	3.5	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.68	-3.69	3.3	0	3.3	0	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.64	1.86	0	2	4.8	4.7	3.5	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.1	1.13	0	0	4.4	4.2	3.2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.47	1.47	0	0	4.7	3.8	3.6	2.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.51	2.34	2.3	0	4.4	4.1	3.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.02	-1.46	0	0	3.1	3.6	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.92	-0.16	2	0	3.8	2	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.69	2.38	2.3	0	4.5	3.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.73	3.08	2.2	2.8	5.3	4.3	2.2	2.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.1	1.91	2.5	0	5.1	3.6	2.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	1.04	0	0	3	3.4	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.68	3.62	2	2.6	5.2	3.7	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.44	-0.14	0	0	5.1	4.3	4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.94	-2.62	0	0	3.7	2.6	2.6	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.75	-0.14	0	2.1	5.1	3.1	2.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.72	-0.64	0	0	3.3	4.2	4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.92	-1.76	0	0	2.9	3.9	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.34	-2.1	0	0	3.9	3.9	1.9	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.84	-2.34	0	0	2.8	2.2	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.69	2.73	0	2	4.7	4.1	3.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.36	5.01	0	0	0	3.3	3.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.36	4.81	0	0	3.2	2.8	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.6	-1.34	0	0	2.8	4	3.9	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.05	-4.08	2.5	0	4.2	3.7	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.02	4.15	2.3	0	3.6	4.2	3.6	3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.31	0.53	2.4	0	4.1	4.3	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.59	-1.47	0	0	3.8	2.7	2.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.71	1.29	0	0	4.7	3.8	4.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.92	3.56	1.8	0	4.7	3.1	2.8	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.9	-0.48	2.7	0	4.1	0	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.39	-3.92	2.5	0	0	2.5	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.75	-3.13	2.6	0	3.9	0	3.5	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.76	-2.47	0	0	4.1	3.2	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.72	3.81	2	2	4.4	3.3	3.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.51	-2.07	2.1	0	2.8	3.6	2.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.91	-4.26	2	0	3.3	2	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.18	2.77	0	0	3.1	3.6	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.72	0.76	0	0	4	3.9	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.41	-0.44	0	0	4.5	4.4	4.1	2.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.39	0.2	0	2.1	2.7	2.7	4.3	2.7
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	-4.23	0	0	3.4	4.3	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.72	1.79	1.5	0	4.4	2.7	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.86	0.02	0	0	4.7	3.4	3.4	2.7
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.11	4.45	0	0	2.4	2.4	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.16	-0.69	0	0	3.5	3.5	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	3.33	2.7	2.1	4.4	4	3.8	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.53	-0.52	0	0	4.4	3.7	4.2	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.44	-3.33	1.9	0	2.9	3.4	3.9	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.79	2.52	2.7	0	4.7	3.5	3.5	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.68	3.48	0	0	5.3	4.4	4	2.7
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	-1.98	0	0	2.6	3.8	3	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.34	0.39	0	0	4.9	4.6	3.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.8	-0.34	0	0	3.8	3.8	4.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.8	0.56	0	0	3.9	4.1	3.8	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.48	2.54	2	2.6	4.9	3.7	4	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.88	-4.36	1.9	0	4.3	3.2	2.5	2.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.91	-1.88	2.8	0	2.1	3.4	2.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.27	1.49	0	0	4.5	3.5	2.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	4.59	0.78	2.2	2.2	4.4	4.3	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.31	-3.33	2.7	0	3.5	4.2	4	2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.45	2.61	0	2.8	4.8	2.8	3.9	2.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.03	0.43	0	0	4.9	3	3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.61	-1.33	0	0	3	4.1	3.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.51	-2.24	2	0	4	3.3	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.89	3.23	2.4	0	5.4	4.6	3.4	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.13	1.08	0	0	4.9	4.2	2.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	1.24	2.45	0	1.9	4	3.7	3.8	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.84	-1.33	0	0	4.6	3.7	3.9	2.2
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.3	-4.11	0	0	3.7	3.4	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.98	2.52	0	0	5.3	4.4	3.1	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.21	-1.12	2.5	0	5.5	4.2	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.02	-3.28	2.3	0	3.6	2.3	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.81	-4.24	0	0	3.4	3.1	3.4	2.1
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.05	2.51	2.2	0	5.5	4.2	4.4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.93	-1.78	0	0	4.4	4.4	4	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.01	3.03	0	0	5	3.3	3.7	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.7	-1.44	2.8	0	4.2	3.5	3.9	3.5
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.59	-0.53	0	0	4.2	3.6	4.2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.46	-0.18	0	0	4.8	4.2	4	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.32	1.5	0	0	4.4	4.2	3.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.78	2.98	0	3.6	4.9	3.6	2.5	1.9
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.56	1.85	0	0	4.8	4.3	4.2	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	3.56	-3.77	0	0	2.5	2.5	3.6	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.09	2.77	0	0	4.9	3	2.6	2.6
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.52	1.04	0	0	4.8	4.1	3.4	2.7
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.01	-2.64	0	1.8	1.8	2.8	3.8	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.82	4.41	0	0	3	3	3	3
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	-4.34	1.9	0	3.8	2.5	0	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.81	-3.03	0	0	2.9	0	3.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.7	-4.04	2.5	0	3.8	2.5	2.8	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	2.42	-3.56	0	0	3.5	3.2	2.9	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.59	2.08	0	0	5.2	3.6	4.3	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.75	-3.76	0	0	0	3.3	4.5	0
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.75	-2.16	3	0	2.4	3	2.4	2.4
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	0.29	3.44	1.8	1.8	4.7	2.8	3.6	1.8
E7.75	E775_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.46	3.68	2	0	4	4	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.65	-2.02	2.5	0	3.2	4.4	3.6	2.5
E8	E8_Spinal_cord	Spinal_cord	-4.8	1.33	0	0	4.5	4.3	3.3	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.38	-1.68	0	0	4.5	4.2	2.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.24	2.26	0	3.1	5.2	3.5	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.29	-3.02	0	0	5	5	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.57	0.93	0	0	5.1	4.5	2.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.85	5.48	2.9	0	0	0	4.7	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.99	2.06	0	0	5.1	4.6	4.4	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.55	1	0	2.5	5.5	2.5	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-0.54	2.86	0	2.2	4.5	4.7	3.5	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.23	1.75	2.4	2.4	4.7	4.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.39	3.05	0	2.3	4.8	4.6	3.8	2.3
E8	E8_Spinal_cord	Spinal_cord	-3.3	0.71	2.4	0	4.5	4.3	3.4	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.18	1.32	0	3	5.3	3	3.6	0
E8	E8_Spinal_cord	Spinal_cord	-2.21	-2.77	2	0	3.3	4.9	4.1	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.77	-3.76	2.8	0	4.8	4.6	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.89	0.39	0	0	4.7	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.6	-0.05	0	2.5	4.5	4.4	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.67	2.7	2.3	0	3.8	4.2	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	1.93	1.9	1.9	5	3.4	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.84	2.5	0	0	5	4.9	0	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.71	-2.64	2.2	0	4.9	4	3.7	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.9	-2.26	0	0	4	3.8	3.6	0
