day	Anno	celltype	UMAP_1	UMAP_2	marker:Foxb1	marker:Pax6	marker:Crabp2	up:Hoxa1	up:Cenpa	up:Mis18bp1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.51	1.74	0	0	4.6	3.6	3.6	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.69	0.47	0	0	2.3	3.9	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-4.23	0.62	0	0	4.3	5.4	3.2	3.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.02	2.6	0	0	5.2	4.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.09	3.45	2.4	2.4	4.7	0	2.4	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.89	-1.46	0	0	4.7	4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.44	4.99	0	0	3.6	3.1	4.1	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	1.07	0	0	4.9	4.8	4.5	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.32	0.4	2.7	3.3	4.9	4.4	4.4	0
E8	E8_Spinal_cord	Spinal_cord	-2.43	3.03	0	2.1	4.8	4.5	3.6	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.7	-1.55	0	0	4.7	4.2	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.84	2.87	2.3	2.9	5.5	4	3.3	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.36	1.3	2.7	0	5.4	4.6	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.2	-1.79	0	0	3.6	4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.18	2.67	3.5	0	5.2	4.5	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.68	1.67	0	2.2	4.8	0	4.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.54	2.78	0	0	5.5	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.53	0.06	0	2.5	4.9	4.2	3.1	2.5
E8	E8_Spinal_cord	Spinal_cord	-2.02	0.9	0	0	4.2	4.1	2.2	2.2
E8	E8_Spinal_cord	Spinal_cord	-0.93	5.22	3.2	0	2.5	4.4	3.6	3.2
E8	E8_Spinal_cord	Spinal_cord	-1.14	0.81	0	0	4.9	3	4.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.16	-0.72	0	2.8	4.6	2.8	2.8	0
E8	E8_Spinal_cord	Spinal_cord	-3.62	3.9	0	0	4.1	4.6	4.1	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.69	3.09	0	0	4.7	4.7	3.8	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.03	0.51	0	0	4	4.2	3.4	0
E8	E8_Spinal_cord	Spinal_cord	-3.08	2.97	0	2.3	5.1	5.3	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.27	1.04	3.1	0	5.2	4	3.7	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4	2.13	0	2.4	4.7	4.2	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.95	0.93	0	0	4.5	4.2	4.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.82	0.46	0	2.8	4	2.2	4	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.04	-1.71	0	0	4.8	4.7	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.41	-3.14	0	0	4.1	3.7	2.4	0
E8	E8_Spinal_cord	Spinal_cord	-3.44	1.07	0	0	4.6	4.9	4.3	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.83	0.06	0	0	4.2	3	4.1	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.05	0.87	0	0	4.8	4.8	3.9	0
E8	E8_Spinal_cord	Spinal_cord	-1.51	4.63	0	0	3.3	3.7	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.01	1.26	0	0	5.4	0	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.12	-1.24	0	0	3.5	0	3.1	0
E8	E8_Spinal_cord	Spinal_cord	-1.59	2.16	0	0	4.9	4.9	3.6	3.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.43	4.42	0	2.4	0	4.1	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.11	2.01	0	0	5.3	4.9	3	2.3
E8	E8_Spinal_cord	Spinal_cord	-2.92	-0.45	0	0	3.9	4.8	4.3	3.2
E8	E8_Spinal_cord	Spinal_cord	-2.96	-2.25	0	0	3.9	4.4	3.7	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	1.56	0	0	4.5	3	3	2.3
E8	E8_Spinal_cord	Spinal_cord	-1.95	4.21	0	2.3	4	3.6	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.05	-0.2	0	2.5	5.1	3.2	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-1.53	2.94	0	0	4.7	4.9	3.6	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.77	-0.14	0	1.9	4.2	1.9	3.4	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.23	-0.42	0	2.1	4	4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	-1.97	3.1	0	3.1	0	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.14	-2.86	0	0	4.8	4	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.78	1.61	2.1	0	5.1	4.5	2.1	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.33	1.48	0	0	5.2	5.1	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.24	-0.8	0	0	5.2	3	3.7	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.45	-0.36	4	0	5.1	4	3.7	3.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.82	-2.77	0	2.1	3.1	4.5	3.4	2.7
E8	E8_Spinal_cord	Spinal_cord	-2.2	2.01	2.4	0	4.2	4.6	3.7	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.08	0.01	0	0	3.6	2.7	3.6	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.13	1.02	0	0	4.8	3.8	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.42	-2.03	0	0	3.9	3.6	3.1	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	-1.61	0	0	4.7	4	3.8	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.23	1.36	0	0	5	4.5	2.5	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.45	-2.75	2.4	0	4.1	0	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	5.16	2.5	0	3.5	4.5	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.46	-3.89	0	0	3.9	2.8	4.1	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.46	-2.31	0	0	3	4.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.18	1.47	2.4	0	4.9	4.7	3.9	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.82	1.91	0	0	5.1	4.9	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.85	1.17	3.2	0	5.1	4.5	4.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.93	-2.5	0	0	4.3	4	3.7	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.37	1.44	0	2.5	4.6	4	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-2.78	2.44	0	3.3	5.3	5.3	4	3.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.11	0.88	2.4	0	5.2	4.8	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.02	4.33	0	0	2.4	4.2	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.63	-3.38	2.8	0	0	3.7	3.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.31	2.7	2.3	0	4	4.3	3.6	2.3
E8	E8_Spinal_cord	Spinal_cord	-2.86	2.76	3.3	3.3	5.3	4.9	4	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-3.12	2.2	0	3.5	2.8	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.25	-2.66	0	0	2.7	3.7	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.18	-3.47	0	0	2.4	2.4	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.65	2.3	2.3	0	4.8	4.5	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	-1.13	0	0	4.6	4.2	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.52	-3.98	0	0	3.6	3.6	3.8	2.3
E8	E8_Spinal_cord	Spinal_cord	-0.92	1.04	0	0	4.4	4.6	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.22	-2.68	0	0	4.1	4.7	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	1.55	2.4	0	4.3	4.5	3.4	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.63	-0.77	0	0	3.5	3.5	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.57	2.35	0	0	3.9	4.2	2.8	0
E8	E8_Spinal_cord	Spinal_cord	-2.48	2.92	2.1	2.1	4.9	4.2	4.1	2.7
E8	E8_Spinal_cord	Spinal_cord	-1.9	3.79	2.7	2	3.7	2.7	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-3.27	0	0	4.1	4.5	3.3	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.76	-0.79	2.6	0	4.1	0	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.67	-1.59	0	2.3	3.8	4.6	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.59	2.68	2.9	2.3	5	4	4.1	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.47	1.1	0	0	5.5	4.8	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.9	3.05	2.5	0	5.4	4.7	3.9	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.85	-0.18	0	0	4.1	2.2	3.3	2.2
E8	E8_Spinal_cord	Spinal_cord	-3.75	1.25	0	2.9	5	5	4.2	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.57	-1.47	2.2	2.2	4.2	2.9	2.9	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.77	-1.57	0	0	4.1	3.9	3	0
E8	E8_Spinal_cord	Spinal_cord	-2.46	2.17	0	0	4.8	5.1	3.9	2.2
E8	E8_Spinal_cord	Spinal_cord	-4.34	3.31	0	2.8	5.1	5.3	4.2	3.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.28	4.37	0	0	4.5	3.9	3.4	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.32	-2.19	0	0	4.1	4.8	0	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.04	5.25	2.6	0	3	2.6	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.49	-3.87	0	0	3.7	3.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.95	-1.6	2.3	0	3.6	0	3	3.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-2.55	0	0	4.5	4	3.1	0
E8	E8_Spinal_cord	Spinal_cord	-4.11	3.29	2.1	0	4.1	3.9	2.7	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.34	0.49	0	0	4.1	4.2	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-4.34	1.53	0	0	3.9	3.5	4.1	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.95	-3.81	0	0	3.3	2	2	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	0.19	0	0	3.9	3.8	3.9	0
E8	E8_Spinal_cord	Spinal_cord	-4.35	2.27	0	0	3.8	4.6	4.1	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.32	-2.09	2.1	0	3.6	3.1	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.11	-0.34	0	0	3.1	3.8	3.4	0
E8	E8_Spinal_cord	Spinal_cord	-1.06	4.85	2.6	0	3.5	0	4.3	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.42	-0.85	0	0	4	4.2	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-0.86	0	0	3.9	3.9	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.43	-2.47	0	0	0	3.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.17	-1.53	0	0	4	4	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	-2.29	3.1	0	2.7	2.1	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.24	1.18	2.8	0	4.5	3.8	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.42	-3.58	1.9	0	3.2	2.5	3.6	0
E8	E8_Spinal_cord	Spinal_cord	-3.87	-1.64	1.8	0	2.7	3.7	4.1	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.03	-1.13	0	0	2.2	3.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.59	-2.97	2.7	0	3.5	3.3	2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-1.74	0	0	4.1	3.2	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.4	-1.17	0	2.2	2.8	2.2	2.2	2.2
E8	E8_Spinal_cord	Spinal_cord	-3.27	1.56	0	0	4.2	4.5	3.7	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.73	-2.71	0	0	3.7	0	2.8	0
E8	E8_Spinal_cord	Spinal_cord	-2.5	1.4	0	0	4.1	3.7	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.83	-2.95	2.2	0	2.8	2.8	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	-3.25	2	0	3.9	3.3	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.82	1.9	0	0	2.8	3.2	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.42	-1.64	2.3	0	4.2	3.6	3.3	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	-2.02	0	0	2.7	3.8	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.3	-0.05	2.8	0	3.5	4.6	2.8	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.04	-0.01	0	0	3.8	3.8	2.8	3.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	-3.08	0	0	4.2	2.2	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.38	-1.18	3	0	0	0	3.7	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.52	0.77	0	0	4.1	4.5	3	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.59	1.55	0	0	4.5	4.5	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	1.57	0	0	4.4	4.3	2.2	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.21	-0.79	2.4	0	4.4	4	3.8	2.4
E8	E8_Spinal_cord	Spinal_cord	-4.04	2.7	0	0	3.8	4.3	4.2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.87	0.19	0	0	4.2	4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.03	-2.63	0	0	2.2	0	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.33	-3.24	2.1	0	3.1	0	3.4	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.8	-2.68	2	0	3.5	3	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.96	0.73	0	0	4	4.2	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.45	-0.03	2.1	0	4.7	4.5	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.08	-1.75	2	0	2.6	4.1	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.25	1.71	2.6	0	4.7	4.4	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.11	-1.87	0	0	2.7	4.5	3.7	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.71	-1.98	0	0	3.9	0	3	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.92	-1.29	0	0	3.8	3.8	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	1.82	0	0	4.2	3	3.6	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.69	-3.84	0	0	2.3	2.3	2.7	2.3
E8	E8_Spinal_cord	Spinal_cord	-3.5	1.41	2	0	3.8	4.5	3.9	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.3	1.65	0	0	3.9	3.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.47	-1.88	2.1	0	3.8	3.8	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.8	0.08	0	0	4.8	4.4	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-2.92	0.36	0	0	2.8	2.2	2.2	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.14	0.06	0	0	2.9	3.3	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.28	1.52	0	0	4.5	4	2.9	0
E8	E8_Spinal_cord	Spinal_cord	-4.09	1.4	1.8	0	4.2	4.4	4	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.25	-0.41	2.2	0	0	2.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.2	-2.21	2.7	0	3.9	0	2.7	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.65	-1.07	0	0	3.7	2.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.21	-0.16	0	2.9	0	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.07	-3.24	0	0	3.3	3.3	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.5	-2.69	0	0	3.9	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.72	0.49	0	0	4	3.6	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.2	-0.15	0	0	3.6	4.3	2.9	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.22	-0.15	0	0	4.1	4.3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.19	-0.99	2.1	0	2.1	3.6	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.91	1.09	0	2.2	4.2	4.2	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.08	-3.72	0	0	3.7	0	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.36	-0.64	2.3	0	4	2.3	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.29	-1.31	0	0	3.6	4.3	3.1	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.91	-1.74	2.2	0	3.5	4.3	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.69	-0.67	0	0	3.9	4	3.3	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.27	-1.17	0	0	3.2	2.5	3.6	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.14	-2.55	0	0	3.6	3.6	2.1	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.72	1.14	2.2	0	4.2	4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.86	-1.13	0	0	4.2	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.74	-1.61	0	0	3.7	3.7	3.7	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.46	-0.74	0	0	4.4	4.4	3.8	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	-2.27	3	0	2.4	3.4	3	2.4
E8	E8_Spinal_cord	Spinal_cord	-3.98	2.86	2.2	0	4.6	4.4	3.7	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.11	0.21	0	0	3.8	4	3.1	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.98	-1.52	0	0	2.7	3.8	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.9	0.49	0	0	2.5	3.5	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.1	-1.94	0	2.8	3.4	0	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.89	-2.26	0	0	3.1	3.9	3.7	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.43	0.6	0	0	2.4	4.1	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.81	-1.09	0	0	3.3	3.7	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.65	-1.66	0	0	3.2	3.9	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-3.93	1.21	2	0	3.7	4	4.7	2.6
