day	Anno	celltype	UMAP_1	UMAP_2	marker:Foxb1	marker:Pax6	marker:Crabp2	up:Hoxa1	up:Cenpa	up:Mis18bp1
E8	E8_Spinal_cord	Spinal_cord	-3.57	3.22	2.3	0	4.4	4.2	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.31	1.04	2.1	0	3.8	3.4	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.97	-0.98	0	0	3.4	3.4	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-4.47	2.96	2.6	0	4.1	4.4	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	-1.2	2.3	0	4.4	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.48	-1.68	0	0	4.3	4	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.62	2.28	0	2	4.2	4.2	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-4.25	-0.42	0	0	2.8	2.8	4	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.98	-0.36	2.2	0	3.2	3.9	3.5	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.55	-1.66	2.1	0	3.7	4.4	2.1	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.43	-1.01	0	0	4.3	2.9	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	1.97	2.9	0	3.6	3.6	1.9	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.53	-0.21	1.7	0	3.4	2.6	3.4	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	-1.61	2.1	0	4.1	3.4	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.43	5.25	0	0	3.2	3.9	2.8	2.2
E8	E8_Spinal_cord	Spinal_cord	-4.12	2.1	2.8	0	4	4	3.9	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.18	-1.39	2	0	3.5	3.9	3.2	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-2.41	2	0	2.6	3.5	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.7	-0.31	0	0	2.2	2.9	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-3.02	0.45	0	0	4.4	4.2	4.2	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	5.63	0	0	0	4	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.89	-2.26	0	0	3.5	0	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.25	-0.04	0	0	3.7	2.9	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.33	-0.54	0	0	4	4.9	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.62	-2.15	0	0	2.9	4	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.77	0.01	0	0	4.5	2.9	2.9	0
E8	E8_Spinal_cord	Spinal_cord	-2.91	1.03	0	0	4.5	3.9	3.6	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	-0.63	0	0	4.4	2.2	4.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.92	-0.81	0	0	3.3	4.4	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-3.88	2.4	0	4.1	3.7	0	0
E8	E8_Spinal_cord	Spinal_cord	-4.51	2.3	0	0	3.8	4.1	3.7	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.69	-1.73	0	0	3.7	3	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.1	-0.7	0	0	4.4	2.7	2.7	0
E8	E8_Spinal_cord	Spinal_cord	-3.92	0.79	2.3	0	4.1	4.6	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.13	1.3	0	0	0	3.7	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.97	0.94	0	0	4.3	4	3.4	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.13	-1.65	0	0	3.7	3.7	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.63	-1.93	0	0	3.5	4.1	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.3	-0.35	0	0	3	0	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	0.25	0	0	4.1	4.6	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.06	-4.04	2	0	4.2	3.8	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.23	0.08	0	0	3.5	3.1	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-3.81	1.99	2.6	0	4.4	4.1	4	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.5	-2.76	0	0	3	3.5	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-3.33	1.03	2	0	3	4.4	3.7	2.6
E8	E8_Spinal_cord	Spinal_cord	-3.51	0.35	0	0	4	3.6	3.4	3.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.89	-3.47	0	0	3.9	0	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-2.41	1.74	2.5	0	4	4.4	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.45	-1.22	2	2	4.2	3.8	2.6	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.97	-2.24	0	0	3.7	4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	0.65	0	0	4.5	2.3	3	0
E8	E8_Spinal_cord	Spinal_cord	-2.82	1.2	1.9	0	3.5	4	2.8	2.8
E8	E8_Spinal_cord	Spinal_cord	-3.8	1.23	0	0	3.8	3.8	3.9	2.6
E8	E8_Spinal_cord	Spinal_cord	-4.35	1.89	0	0	3.7	4	4.3	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.05	-1.17	0	0	3.7	3.7	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-4.47	2.3	2.1	0	3.4	3.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.94	-0.46	0	0	4.3	3.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.45	-1.64	0	0	3.8	4	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	-0.95	0	0	2.7	3.8	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.71	-2.46	0	0	3.6	3.6	3.1	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.41	-2.95	0	0	3.7	4	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.13	-2.17	2.2	0	3.2	2.2	4.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.14	-2.79	2.8	0	3.5	2.4	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.07	-2.7	2	0	2.7	4.3	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.43	1.87	2.1	0	4	4.3	0	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.34	0.66	0	0	4.2	4	3.3	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.39	-3.14	2.1	0	3.2	2.8	2.1	0
E8	E8_Spinal_cord	Spinal_cord	-2.37	4.27	0	0	4.1	4	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.08	-1.2	2.2	0	3.5	4	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.01	-1.81	0	0	3.9	2.8	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.57	-1.19	2	0	3.1	4	3.6	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.1	-2.55	2.6	0	4.5	3.5	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.19	-1.86	0	2.2	4.5	4.1	4.1	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.54	-2	0	0	4.4	3.1	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.69	-0.24	0	0	3	1.7	3.5	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.02	-0.95	0	0	3.3	4.1	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.75	-1.56	0	0	3.6	2.8	4	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.17	-3.78	0	0	3.5	3.6	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.1	-2.56	2.8	0	3.8	3.1	3.4	0
E8	E8_Spinal_cord	Spinal_cord	-4.64	3.1	2	0	3.9	3.7	3.1	2.7
E8	E8_Spinal_cord	Spinal_cord	-4.47	1.1	2.1	0	3.8	3.5	3.9	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.27	0.84	0	0	3.5	3.3	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.92	-1.37	2.7	0	2.7	3.4	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.27	-3.14	0	2.1	4.7	2.7	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.18	-3.88	0	0	3.1	0	3.1	0
E8	E8_Spinal_cord	Spinal_cord	-2.94	-0.21	2.7	0	3.8	4.2	4.1	2.1
E8	E8_Spinal_cord	Spinal_cord	-4.05	0.35	1.9	0	3.1	3.9	4.1	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.17	-0.4	0	2.3	3.8	4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.38	-3.28	2.5	0	3.2	4.2	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.8	2.11	0	0	3.8	3.7	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-4.54	0.19	2.4	0	3.7	3.5	3.7	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.94	-3.98	0	0	3.9	3.4	1.9	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.74	0.15	0	0	4.3	4.4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.96	-1.56	0	0	3.5	3.5	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.38	0.63	0	0	4.3	4	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.34	2.86	2.1	0	3.7	4.2	0	0
E8	E8_Spinal_cord	Spinal_cord	-3.77	2.62	0	0	4.4	4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.56	-3.1	0	0	3.3	3.5	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.91	-1.93	0	0	4.1	4	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1	-0.51	0	2.2	3.5	3.9	2.8	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.23	-0.81	0	0	4.8	4.1	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.85	-0.5	0	0	3.7	2.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	0.87	0	0	0	4.2	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.4	1.81	0	2.1	4.3	2.7	3.6	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.52	-0.95	2.9	0	4.2	0	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-2.84	-2.72	1.7	0	3.3	3.3	4	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.06	-0.3	0	0	4.3	4	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.79	0.03	3	0	4.3	3.9	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.47	-0.5	0	0	4.6	4.2	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	-2.29	0	0	3.5	2	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-4.25	1.3	0	0	3.5	4.4	3.9	3.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.17	0.86	0	0	3.6	4.1	3.4	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.89	0.09	0	0	5.1	3.9	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.81	-3.23	2.6	0	3.5	0	3.3	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.67	-3.77	0	0	3.3	2.9	2.9	2.9
E8	E8_Spinal_cord	Spinal_cord	-3.38	2.57	0	0	4.4	4.6	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.34	5.3	0	0	0	3.1	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.55	-4.44	1.8	0	3.3	3.3	2.4	0
E8	E8_Spinal_cord	Spinal_cord	-1.6	4.54	0	0	3.4	3	3.9	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.16	-1.62	2.6	0	3.2	2.6	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.31	-0.42	2	0	3.7	4.4	2.6	2
E8	E8_Spinal_cord	Spinal_cord	-3.45	2.03	2.4	0	4	4.7	4.1	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.17	-0.47	0	0	4	3.7	3.5	0
E8	E8_Spinal_cord	Spinal_cord	-3.88	3.52	0	0	4.4	4.4	3	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	-3.56	0	0	4	4	3.1	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.14	-0.2	2.2	0	2.2	2.2	2.8	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.28	-3.01	2.1	0	3.7	3.2	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.07	0.4	0	0	3.6	3.8	4.6	0
E8	E8_Spinal_cord	Spinal_cord	-3.67	2.36	1.7	0	3.5	4.1	4	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.14	-0.45	0	0	3.8	4.2	3.3	2.9
E8	E8_Spinal_cord	Spinal_cord	-1.52	5.02	1.8	0	1.8	4.1	4.2	2.8
E8	E8_Spinal_cord	Spinal_cord	-4.9	1.13	2.5	0	4.3	4.1	3.4	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.66	-0.8	0	0	3.8	4.2	3.1	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1	0.05	2.6	0	3.3	3.3	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.48	2.09	2	0	4.2	3	3	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.15	-3	0	0	3.5	4.3	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	1.12	0	0	4	3.9	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.1	4.73	0	0	2	2.6	2	0
E8	E8_Spinal_cord	Spinal_cord	-4.76	2.63	2.1	0	4.5	4.1	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.88	-1.41	0	2	4.1	2.6	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	-1.04	0	0	4.6	4	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-4.51	1.81	1.8	0	3.9	3.8	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.34	1.54	2	0	5	3.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.23	4.99	0	0	3.1	3.6	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.4	-3.48	3.2	0	4.3	3.5	3.2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.71	-0.85	0	0	2	0	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.53	-2.31	0	0	4.4	4.2	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	-0.7	0	0	3.9	4	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.7	0.14	2.6	0	4.2	4.1	3.6	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.09	2.92	2	0	4.3	4.3	3	0
E8	E8_Spinal_cord	Spinal_cord	-1.22	3.32	0	2	4.4	3.9	3.9	0
E8	E8_Spinal_cord	Spinal_cord	-2.65	1.96	2.5	0	4	4.4	4.4	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.99	-0.28	2	0	4.5	3.5	2.6	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.45	-3.52	0	0	3.1	3.9	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	-0.74	0	0	4.5	4.3	4.3	2.2
E8	E8_Spinal_cord	Spinal_cord	-2.05	-0.79	0	0	3.2	3.9	4.2	0
E8	E8_Spinal_cord	Spinal_cord	-3.87	-1.37	0	0	3.9	3.9	3.9	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	0.24	0	0	4.6	4.4	3.6	2.1
E8	E8_Spinal_cord	Spinal_cord	-1.8	-1.43	0	0	3.1	3.8	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.3	0.81	0	0	4.4	2.8	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.59	-3.56	0	0	4.1	3.6	3.4	0
E8	E8_Spinal_cord	Spinal_cord	-2.98	1.33	0	0	3.6	4.4	3.4	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.47	1.97	1.8	0	3	4.1	3.7	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.05	-0.13	0	0	4.2	3.8	2.9	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.37	-1.17	3.3	0	3.6	3.3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.81	-3.12	0	0	3.8	3	3.7	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.09	0.38	0	0	3.6	3.6	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.79	1	0	0	3.9	4.3	3.5	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.35	-4.23	1.9	0	4	3.2	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.03	0.48	0	0	3	3.9	2.6	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.35	0.16	0	0	4.6	3.8	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.79	-2	2.6	0	4	3.9	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.88	-3.53	3.2	0	3.7	3.9	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.61	1.7	0	0	5	3.7	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	3.55	2.2	0	3.5	3.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.34	1.92	2.2	0	4.3	4.1	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-4.15	3.05	0	0	3.4	3.2	3.7	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	-2.45	0	0	3.7	3	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-3.49	2.59	0	0	4.4	4.3	4.4	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	-1.81	2.7	0	0	2.7	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	-2.92	2	0	3	3.3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.04	-2.65	0	0	3.3	3.3	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.73	-2.2	2	0	3	3.3	4.2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-2.17	0	0	2.7	2	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.58	-2.24	0	0	3.1	3.8	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.41	0.25	2.2	0	3.2	4.2	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.88	-0.54	3.5	0	2.4	4.4	2.4	2.4
E8	E8_Spinal_cord	Spinal_cord	-3.4	2.5	0	0	4.1	4	3	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.93	1.02	0	0	4.3	3.5	2.8	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.22	-1.78	0	0	2.5	4.4	2.5	2.5
E8	E8_Spinal_cord	Spinal_cord	-4.9	1.68	0	0	3.1	4	3.3	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.05	-2	0	0	4.1	4.1	2.9	2.2
E8	E8_Spinal_cord	Spinal_cord	-3.01	0.97	1.8	0	3.7	4.1	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	-0.39	0	0	4.6	3.4	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-2.66	2.21	2.3	0	3.2	3.8	3.7	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.36	-0.35	0	0	3.6	4.3	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-2.91	2.7	0	3.5	3.9	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.96	-0.56	0	0	4	3.7	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	-2.68	0	0	3.4	0	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	0.64	2.8	0	4.2	4	4	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.9	1.31	1.8	0	3	3.2	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-3.44	3.41	0	0	4.8	4.8	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.4	-0.63	2.3	0	4.9	4	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.86	-0.23	0	0	3.5	3.1	4.4	0
